vol,kod_kawasan,negeri,kawasan,uid,new_id,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,remark
12,P124,WP Kuala Lumpur,Bandar Tun Razak,3467,180,Y.B. Tan Sri Dato' Seri,Abd Khalid bin Ibrahim,1947,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P124-BDRTUNRAZAK.jpg,
12,P125,WP Putrajaya,Putrajaya,3468,181,Y.B. Datuk Seri,Tengku Adnan bin Tengku Mansor,1951,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P125-PUTRAJAYA3.jpg,
12,P126,Negeri Sembilan,Jelebu,991,5,Y.B. Dato' Seri Utama Dr.,Rais Bin Yatim,1943,male,bumiputera,BN - UMNO,"Menteri Penerangan, Komunikasi dan Kebudayaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P126-JELEBU1.jpg,
12,P127,Negeri Sembilan,Jempol,3470,182,Y.B. Dato',Lilah bin Yasin,1958,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P127-JEMPOL.jpg,
12,P128,Negeri Sembilan,Seremban,3473,183,Y.B Tuan,John a/l Fernandez,1942,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P128-SEREMBAN.jpg,
12,P129,Negeri Sembilan,Kuala Pilah,3474,184,Y.B. Dato' Haji,Hasan bin Malek,1946,male,bumiputera,BN - UMNO,Timbalan Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P129-KUALAPILAH.jpg,
12,P130,Negeri Sembilan,Rasah,3477,185,Y.B. Tuan,Loke Siew Fook,1977,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/siewfook.jpg,
12,P131,Negeri Sembilan,Rembau,3478,186,Y.B. Tuan,Khairy Jamaluddin,1976,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P131-REMBAU.jpg,
12,P132,Negeri Sembilan,Telok Kemang,3480,187,Y.B. Dato',Kamarul Baharin bin Abbas,1948,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P132-TELUKKEMANG.jpg,
12,P133,Negeri Sembilan,Tampin,2778,64,Y.B. Datuk Seri,Shaziman bin Abu Mansor,1964,male,bumiputera,BN - UMNO,Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P133-TAMPIN.jpg,
12,P134,Melaka,Masjid Tanah,3483,188,Y.B. Datuk Wira,Abu Seman bin Haji Yusop,1944,male,bumiputera,BN - UMNO,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/abu.seman.yusop[1].jpg,
12,P135,Melaka,Alor Gajah,2471,49,Y.B. Tan Sri Dr.,Fong Chan Onn,1944,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/fong.chang.onn[1].jpg,
12,P136,Melaka,Tangga Batu,3487,189,Y.B. Datuk Wira Ir. Haji,Idris bin Haji Haron,1967,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P136-TANGGABATU.jpg,
12,P137,Melaka,Bukit katil,3488,190,Y.B. Datuk,Md Sirat bin Abu,1960,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P137-BKTKATIL.jpg,
12,P138,Melaka,Kota Melaka,3489,191,Y.B. Tuan,Sim Tong Him,1949,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P138-KMELAKA.jpg,
12,P139,Melaka,Jasin,3491,192,Y.B. Datuk Wira Haji,Ahmad bin Haji Hamzah,1949,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P139-JASIN.jpg,
12,P140,Johor,Segamat,985,4,Y.B. Datuk Seri Dr.,S. Subramaniam,1953,male,indian,BN - MIC,Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2010/subramaniam[1].jpg,
12,P141,Johor,Sekijang,3492,193,Y.B. Datuk Haji,Baharum bin Haji Mohamed,1957,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P141-SEKIJANG.jpg,
12,P142,Johor,Labis,3493,194,Y.B. Datuk,Chua Tee Yong,1977,male,chinese,BN - MCA,Timbalan Menteri Pertanian Dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P142-LABIS.jpg,
12,P143,Johor,Pagoh,2797,66,Y.A.B. Tan Sri Dato' Haji,Muhyiddin bin Mohd. Yassin,1947,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri Dan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/TPM.jpg,
12,P144,Johor,Ledang,3153,86,Y.B. Tuan Ir. Haji,Hamim bin Samuri,1958,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P144-LEDANG.jpg,
12,P145,Johor,Bakri,3497,195,Y.B. Tuan,Er Teck Hwa,1973,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P145-BAKRI.jpg,
12,P146,Johor,Muar,3498,196,Y.B. Dato',Razali bin Haji Ibrahim,1971,male,bumiputera,BN - UMNO,Timbalan Menteri Belia Dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P146-MUAR2.jpg,
12,P147,Johor,Parit Sulong,3501,197,Y.B. Dato',Noraini binti Ahmad,1967,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P147-PARITSULONG.jpg,
12,P148,Johor,Ayer Hitam,3502,198,Y.B. Datuk Ir. Dr.,Wee Ka Siong,1968,male,chinese,BN - MCA,Timbalan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P148-AIRHITAM1.jpg,
12,P149,Johor,Sri Gading,3505,199,Y.B. Datuk Haji,Mohamad bin Haji Aziz,1941,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P149-SRIGADING.jpg,
12,P150,Johor,Batu Pahat,3506,200,Y.B. Dr. Haji,Mohd Puad bin Zarkashi,1958,male,bumiputera,BN - UMNO,Timbalan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P150-BATUPAHAT.jpg,
12,P151,Johor,Simpang Renggam,3507,201,Y.B. Tuan,Liang Teck Meng,1972,male,chinese,BN - GERAKAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P151-SPGRENGGAM.jpg,
12,P152,Johor,Kluang,3509,202,Y.B. Dato' Dr.,Hou Kok Chung,1963,male,chinese,BN - MCA,Timbalan Menteri Pengajian Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P152-KLUANG.jpg,
12,P153,Johor,Sembrong,3510,203,Y.B. Dato' Seri,Hishammuddin bin Tun Hussein,1961,male,bumiputera,BN - UMNO,Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P153-SEMBRONG.jpg,
12,P154,Johor,Mersing,3512,204,Y.B. Datuk Dr. Haji,Abdul Latiff bin Ahmad,1959,male,bumiputera,BN - UMNO,Timbalan Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P154-MERSING2.jpg,
12,P155,Johor,Tenggara,3515,205,Y.B. Datuk,Halimah binti Mohd Sadique,1962,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P155-TENGGARA.jpg,
12,P156,Johor,Kota Tinggi,3516,206,Y.B. Tan Sri Datuk Seri,Syed Hamid bin Syed Jaafar Albar,1944,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P156-KOTATINGGI2.jpg,
12,P157,Johor,Pengerang,3518,207,Y.B. Dato' Sri,Azalina Dato' Othman Said,1964,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/azalina.othman[1].jpg,
12,P158,Johor,Tebrau,3520,208,Y.B. Tuan,Teng Boon Soon,1942,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P158-TEBRAU2.jpg,
12,P159,Johor,Pasir Gudang,2187,30,Y.B. Dato' Seri,Mohamed Khaled bin Haji Nordin,1959,male,bumiputera,BN - UMNO,Menteri Pengajian Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2010/mohamed.khaled.nordin[1].jpg,
12,P160,Johor,Johor Bahru,3522,209,Y.B. Tan Sri Datuk Seri,Shahrir bin Abdul Samad,1950,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/JOHORBAHRU.JPG,
12,P161,Johor,Pulai,3524,210,Y.B. Datuk,Nur Jazlan bin Mohamad,1966,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P161-PULAI2.jpg,
12,P162,Johor,Gelang Patah,3186,87,Y.B. Puan,Tan Ah Eng,1956,female,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P162-GLPATAH.jpg,
12,P163,Johor,Kulai,2190,31,Y.B. Tan Sri,Ong Ka Ting,1957,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/ong.ka.ting.jpg,
12,P164,Johor,Pontian,3527,211,Y.B. Datuk Haji,Ahmad bin Haji Maslan,1966,male,bumiputera,BN - UMNO,Timbalan Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P164-PONTIAN.jpg,
12,P165,Johor,Tanjong Piai,3529,212,Y.B. Datuk,Wee Jeck Seng,1964,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P165-TANJGPIAI.jpg,
12,P166,WP Labuan,Labuan,3530,213,Y.B. Datuk Haji,Yussof bin Haji Mahal,1958,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P166-LABUAN.jpg,
12,P167,Sabah,Kudat,3533,214,Y.B. Datuk Haji,Abd Rahim bin Bakri,1961,male,bumiputera,BN - UMNO,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P167-KUDAT1.jpg,
12,P168,Sabah,Kota Marudu,3537,215,Y.B. Datuk Seri Panglima Dr.,Maximus @ Johnity Ongkili,1954,male,bumiputera,BN - PBS,"Menteri Sains, Teknologi Dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/KOTAMARUDU.JPG,
12,P169,Sabah,Kota Belud,3538,216,Y.B. Dato' Haji,Abdul Rahman bin Haji Dahlan,1966,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P169-KOTABELUD.jpg,
12,P170,Sabah,Tuaran,3541,217,Y.B. Datuk Seri Panglima,Wilfred Mojilip Bumburing,1952,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P170-TUARAN.jpg,
12,P171,Sabah,Sepanggar,3544,218,Y.B. Datuk,Enchin bin Majimbun @ Eric,1950,male,bumiputera,SAPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P171-SEPANGGAR1.jpg,
12,P172,Sabah,Kota Kinabalu,3203,88,Y.B. Tuan Dr.,Hiew King Cheu,1952,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P172-KTKINABALU.jpg,
12,P173,Sabah,Putatan,3547,219,Y.B. Datuk Dr.,Makin @ Marcus Mojigoh,1953,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P173-PUTATAN.jpg,
12,P174,Sabah,Penampang,1898,22,Y.B. Tan Sri,Bernard Giluk Dompok,1950,male,bumiputera,BN - UPKO,"Menteri Perusahaan, Perladangan Dan Komoditi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/bernard.giluk.dompok.jpg,
12,P175,Sabah,Papar,3554,220,Y.B. Datuk,Rosnah binti Haji Abdul Rashid Shirlin,1973,female,bumiputera,BN - UMNO,Timbalan Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P175-PAPAR.jpg,
12,P176,Sabah,Kimanis,3558,221,Y.B. Dato' Sri,Anifah bin Haji Aman,1954,male,bumiputera,BN - UMNO,Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P176-KIMANIS1.jpg,
12,P177,Sabah,Beaufort,3562,222,Y.B. Datuk Seri Panglima Haji,Lajim bin Haji Ukin,1956,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P177-BEAUFORT.jpg,
12,P178,Sabah,Sipitang,3563,223,Y.B. Datuk,Sapawi bin Haji Amat Wasali @ Ahmad,1955,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P178-SIPITANG.jpg,
12,P179,Sabah,Ranau,3565,224,Y.B. Datuk,Siringan bin Gubat,1950,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P179-RANAU.jpg,
12,P180,Sabah,Keningau,1895,21,Y.B. Datuk Seri Panglima,Joseph Pairin Kitingan,1941,male,bumiputera,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P180-KENINGAU1.jpg,
12,P181,Sabah,Tenom,3572,226,Y.B. Datuk,Raime Unggi,1970,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P181-TENOM.jpg,
12,P182,Sabah,Pensiangan,3573,227,Y.B. Tan Sri Datuk Seri Panglima,Joseph Kurup,1945,male,bumiputera,BN - PBRS,Timbalan Menteri Sumber Asli Dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P182-PENSIANGAN.jpg,
12,P183,Sabah,Beluran,2857,67,Y.B. Datuk,Ronald Kiandee,1961,male,bumiputera,BN - UMNO,,Timbalan Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/P183-BELURAN.jpg,
12,P184,Sabah,Libaran,3226,90,Y.B. Datuk,Juslie Ajirol,1954,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P184-LIBARAN.jpg,
12,P185,Sabah,Batu Sapi,3922,322,Y.B. Datin,Linda Tsen Thau Lin,1957,male,chinese,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/Linda Tsen Thau Lin.jpg,
12,P186,Sabah,Sandakan,3581,228,Y.B. Datuk,Liew Vui Keong,1960,male,chinese,BN - LDP,Timbalan Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P186-SANDAKAN.jpg,
12,P187,Sabah,Kinabatangan,2861,68,Y.B. Datuk,Bung Moktar bin Radin,1960,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P187-KINABATANGAN1.jpg,
12,P188,Sabah,Silam,3583,229,Y.B. Tuan Haji,Salleh bin Kalbi,1965,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P188-SILAM.jpg,
12,P189,Sabah,Semporna,3585,230,Y.B. Dato' Seri Haji,Mohd Shafie bin Hj. Apdal,1957,male,bumiputera,BN - UMNO,Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/mohd.shafie.apdal[1].jpg,
12,P190,Sabah,Tawau,2550,51,Y.B. Datuk,Chua Soon Bui,1955,female,chinese,SAPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P190-TAWAU.jpg,
12,P191,Sabah,Kalabakan,3238,91,Y.B. Datuk Seri Panglima Haji,Abdul Ghapur bin Salleh,1943,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P191-KALABAKAN1.jpg,
12,P192,Sarawak,Mas Gading,3591,232,Y.B. Datuk Dr.,Tekhee @Tiki anak Lafe,1953,male,bumiputera,BN - SPDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P192-MASGADING.jpg,
12,P193,Sarawak,Santubong,2242,36,Y.B. Datuk Dr. Haji,Wan Junaidi bin Tuanku Jaafar,1946,male,bumiputera,BN - PBB,,Timbalan Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/P193-SANTUBONG.jpg,
12,P194,Sarawak,Petra Jaya,3242,92,Y.B. Datuk Haji,Fadilah bin Haji Yusof,1962,male,bumiputera,BN - PBB,"Timbalan Menteri Sains, Teknologi Dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P194-PETRAJAYA1.jpg,
12,P195,Sarawak,Bandar Kuching,2874,69,Y.B. Tuan,Chong Chieng Jen,1971,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P195-BDRKUCHING.jpg,
12,P196,Sarawak,Stampin,2232,34,Y.B. Dato',Yong Khoon Hian @ Yong Khoon Seng,1942,male,chinese,BN - SUPP,Timbalan Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P196-STAMPIN.jpg,
12,P197,Sarawak,Kota Samarahan,3598,233,Y.B. Dato' Sri,Sulaiman Abdul Rahman Taib,1969,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P197-KOTASEMARAHAN.jpg,
12,P198,Sarawak,Mambong,3599,234,Y.B. Dato' Dr.,James Dawos Mamit,1949,male,bumiputera,BN - PBB,Timbalan Menteri Pelancongan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P198-MAMBONG.jpg,
12,P199,Sarawak,Serian,2236,35,Y.B. Datuk,Richard Riot Anak Jaem,1952,male,bumiputera,BN - SUPP,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P199-SERIAN.jpg,
12,P200,Sarawak,Batang Sadong,3603,235,Y.B. Puan Hajah,Nancy binti Haji Shukri,1961,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P200-BTGSADONG.jpg,
12,P201,Sarawak,Batang Lupar,2230,33,Y.B. Datuk Hajah,Rohani binti Haji Abd. Karim,1955,female,bumiputera,BN - PBB,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi Dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P201-BTGLUPAR.jpg,
12,P202,Sarawak,Sri Aman,3607,236,Y.B. Tuan,Masir Anak Kujat,1955,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P202-SRIAMAN.jpg,
12,P203,Sarawak,Lubok Antu,3609,237,Y.B. Tuan,William @ Nyallau Badak,1951,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P203-LUBOKANTU.jpg,
12,P204,Sarawak,Betong,3254,93,Y.B. Dato Sri,Douglas Uggah Embas,1956,male,bumiputera,BN - PBB,Menteri Sumber Asli Dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P204-BETONG2.jpg,
12,P205,Sarawak,Saratok,3610,238,Y.B. Tuan,Jelaing Anak Mersat,1949,male,bumiputera,BN - SPDP,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P205-SARATOK1.jpg,
12,P206,Sarawak,Tanjong Manis,3612,239,Y.B. Datuk Hajjah,Norah binti Abdul Rahman,1960,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P206-TANJONGMANIS.jpg,
12,P207,Sarawak,Igan,3613,240,Y.B. Datuk Haji,Abdul Wahab bin Haji Dolah,1951,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P207-IGAN.jpg,
12,P208,Sarawak,Sarikei,3615,241,Y.B. Tuan,Ding Kuong Hiing,1955,male,chinese,BN - SUPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P208-SARIKEI.jpg,
12,P209,Sarawak,Julau,2894,70,Y.B. Dato',Joseph Salang Anak Gandum,1950,male,bumiputera,BN - PRS,"Timbalan Menteri Penerangan, Komunikasi dan Kebudayaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P209-JULAU.jpg,
12,P210,Sarawak,Kanowit,3265,94,Y.B. Datuk,Aaron Ago Anak Dagang,1959,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P210-KANOWIT.jpg,
12,P211,Sarawak,Lanang,2574,52,Y.B. Datuk,Tiong Thai King,1946,male,chinese,BN - SUPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P211-LANANG.jpg,
12,P212,Sarawak,Sibu,2258,,Datuk,Robert Lau Hoi Chew,,male,chinese,BN - SUPP,,,,death
12,P212,Sarawak,Sibu,1965,24,Y.B. Tuan,Wong Ho Leng,1960,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/Wong Ho Leng.jpg,
12,P213,Sarawak,Mukah,1644,11,Y.B. Dato' Sri Dr.,Muhammad Leo Micheal Toyad Abdullah,1950,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P213-MUKAH.jpg,
12,P214,Sarawak,Selangau,3270,95,Y.B. Datuk,Joseph Entulu Anak Belaun,1955,male,bumiputera,BN - PRS,Timbalan Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P214-SELANGAU.jpg,
12,P215,Sarawak,Kapit,2903,71,Y.B. Datuk,Alexander Nanta Linggi,1958,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P215-KAPIT.jpg,
12,P216,Sarawak,Hulu Rajang,2265,38,Y.B. Datuk,Billy Abit Joo,1950,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P216-HLRAJANG.jpg,
12,P217,Sarawak,Bintulu,3622,242,Y.B. Dato' Seri,Tiong King Sing,1962,male,chinese,BN - SPDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P217-BINTULU.jpg,
12,P218,Sarawak,Sibuti,3624,243,Y.B. Tuan Haji,Ahmad Lai bin Bujang,1950,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P218-SIBUTI.jpg,
12,P219,Sarawak,Miri,2273,39,Y.B. Dato' Sri,Peter Chin Fah Kui,1946,male,bumiputera,BN - SUPP,"Menteri Tenaga, Teknologi Hijau Dan Air",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P219-MIRI.jpg,
12,P220,Sarawak,Baram,2586,53,Y.B. Dato',Jacob Dungau Sagan,1947,male,bumiputera,BN - SPDP,Timbalan Menteri Perdagangan Antarabangsa Dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P220-BARAM.jpg,
12,P221,Sarawak,Limbang,3627,245,Y.B. Tuan Haji,Hasbi bin Habibollah,1963,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P221-LIMBANG.jpg,
12,P222,Sarawak,Lawas,2912,72,Y.B. Dato',Henry Sum Agong,1946,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P222-LAWAS.jpg,
12,,,,9999991,568,Tan Sri Datuk Seri Panglima,Pandikar Amin Haji Mulia,1955,male,bumiputera,,,YANG DIPERTUA DEWAN RAKYAT,https://www.parlimen.gov.my/images/webuser/ahli/2010/ydp.jpg,
12,,,,9999992,569,Datuk,Roosme Hamzah,,female,bumiputera,,,Setiausaha Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/stu-dr.jpg,
13,P001,Perlis,Padang Besar,3630,246,YB Datuk,Zahidi Bin Zainul Abidin,1961,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P001.jpg,
13,P002,Perlis,Kangar,3633,247,YB Ir.,Shaharuddin Bin Ismail,1967,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P002.jpg,
13,P003,Perlis,Arau,1665,13,YB Dato' Seri Dr.,Shahidan Bin Kassim,1951,male,bumiputera,BN - UMNO,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P003.jpg,
13,P004,Kedah,Langkawi,3635,248,YB Dato' Ir.,Nawawi Bin Ahmad,1961,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P004.jpg,
13,P005,Kedah,Jerlun,3638,249,YB Dato' Wira,Othman Bin Aziz,1959,male,bumiputera,BN - UMNO,Timbalan Menteri Kewangan I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P005.jpg,
13,P006,Kedah,Kubang Pasu,3290,100,YB Dato' Sri,Mohd Johari Bin Baharum,1954,male,bumiputera,BN - UMNO,Timbalan Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P006.jpg,
13,P007,Kedah,Padang Terap,3641,250,YB Dato' Seri,Mahdzir Bin Khalid,1961,male,bumiputera,BN - UMNO,Menteri Pendidikan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P007.jpg,
13,P008,Kedah,Pokok Sena,2928,74,YB Dato' Haji,Mahfuz Haji Omar,1958,male,bumiputera,PAS > AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P008.jpg,
13,P009,Kedah,Alor Setar,3294,102,YB Tuan,Gooi Hsiao-Leung,1973,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P009.jpg,
13,P010,Kedah,Kuala Kedah,3409,152,YB Dr.,Azman Ismail,1961,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P010.jpg,
13,P011,Kedah,Pendang,1676,14,YB Dato' Wira,Othman Bin Abdul,1951,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P011.jpg,
13,P012,Kedah,Jerai,3646,251,YB Mejar Jeneral Dato' Seri,Jamil Khir bin Baharom (B),1962,male,bumiputera,BN - UMNO,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P012.jpg,
13,P013,Kedah,Sik,3647,252,YB Dr.,Mansor Bin Abdul Rahman,1961,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P013.jpg,
13,P014,Kedah,Merbok,3648,253,YB Prof. Dr.,Ismail Bin Daut,1956,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P014.jpg,
13,P015,Kedah,Sungai Petani,3304,107,YB Dato',Johari bin Abdul,1955,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P015.jpg,
13,P016,Kedah,Baling,3305,108,YB Dato' Sri,Abdul Azeez Bin Abdul Rahim,1967,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P016.jpg,
13,P017,Kedah,Padang Serai,3656,255,YB Tuan,N. Surendran A/L Nagarajan,1967,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P017.jpg,
13,P018,Kedah,Kulim Bandar Baharu,3310,112,YB Dato',Abd Aziz Bin Sheikh Fadzir,1963,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P018.jpg,
