vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,remarks,id
2,P023,Kelantan,Tanah Merah,Tuan,Mustapha Bin Ahmad,,male,bumiputera,PAS,,,,,650
2,P018,Kelantan,Kota Bharu Hilir,Dato',Nik Ahmad Kamil,,male,bumiputera,Perikatan - UMNO,,,,,672
2,P052,Perak,Batu Gajah,Tuan,Ng Fah Yam,,male,chinese,Perikatan - MCA,,,,,661
2,P055,Perak,Telok Anson,Dr.,Ng Kam Poh,,male,chinese,Perikatan - MCA,,,,,663
2,,Sarawak,Sarawak,Tuan,Ong Kee Hui,,male,chinese,,,,,,687
2,,Sarawak,Sarawak,,Dagok Randen,,male,bumiputera,BARJASA,,,,,229
2,P054,Perak,Hilir Perak,Tuan Haji,Othman Bin Haji Abdullah,,male,bumiputera,Perikatan - UMNO,,,,,699
2,P001,Perlis,Perlis Utara,Tuan,Othman Bin Abdullah,,male,bumiputera,Perikatan - UMNO,,,,,698
2,,Singapore,Singapore,,Edmund William Barker,,male,others,PETIR,,,,,242
2,,Sarawak,Sarawak,,Abang Ikhwan Zaini,,male,bumiputera,BERJASA,,,,,7
2,,Sarawak,Sarawak,,Abdul Taib Bin Mahmud,,male,bumiputera,BARJASA,,,,,69
2,,Sarawak,Sarawak,,Abang Othman Bin Haji Moasili,,male,bumiputera,BERJASA,,,,,8
2,,Singapore,Singapore,Tuan,Ong Pang Boon,,male,chinese,PETIR,,,,,688
2,,Singapore,Singapore,Tuan,Othman Bin Wok,,male,bumiputera,PETIR,,,,,700
2,P080,Negeri Sembilan,Seremban Timur,Tuan,Quek Kai Dong,,male,chinese,Perikatan - MCA,,,,,722
2,,Sarawak,Sarawak,,Thomas Kana,,male,bumiputera,PESAKA,,,,,885
2,P101,Johor,Johor Bharu Barat,Tuan Haji,Rahmat Bin Haji Daud,,male,bumiputera,Perikatan - UMNO,,,,,731
2,P041,Perak,Krian Darat,Tuan,Ramli Bin Omar,,male,bumiputera,Perikatan - UMNO,,,,,744
2,P081,Negeri Sembilan,Rembau-Tampin,Tuan Haji,Redza Bin Haji Mohd. Said,,male,bumiputera,Perikatan - UMNO,,,,,751
2,P065,Selangor,Kuala Selangor,,Raja Rome Bin Raja Ma'amor,,male,bumiputera,Perikatan - UMNO,,,,,740
2,,Sarawak,Sarawak,Tuan,Sandom Anak Nyuak,,male,bumiputera,PESAKA,,,,,786
2,P091,Johor,Muar Pantai,Tuan,Seah Teng Ngiab,,male,chinese,Perikatan - MCA,,,,,793
2,P050,Perak,Ipoh,Tuan,D. R. Seenivasagam,,male,indian,PPP,,,,,227
2,P051,Perak,Menglembu,Tuan,S. P. Seenivasagam,,male,indian,PPP,,,,,766
2,,Sarawak,Sarawak,Tuan,Sim Boon Liang,,male,chinese,,,,,,815
2,P084,Negeri Sembilan,Seremban Barat,Tuan,Siow Loong Hin,,male,chinese,Perikatan - MCA,,,,,818
2,,Sarawak,Sarawak,,Wan Alwi Tuanku Ibrahim,,male,bumiputera,PESAKA,,,,,919
2,,Sarawak,Sarawak,Tuan,Sng Chin Joo,,male,chinese,,,,,,822
2,P093,Johor,Batu Pahat,Tuan,Soh Ah Teck,,male,chinese,Perikatan - MCA,,,,,823
2,,Sabah,Sabah,Datu,Donald Aloysius Stephens,,male,bumiputera,UNKO,,,,,234
2,P028,Terengganu,Dungun,Tuan,Suleiman Bin Ali,,male,bumiputera,Perikatan - UMNO,,,,,837
2,,Sarawak,Sarawak,,Tama Weng Tinggang Wan,,male,bumiputera,SUPP,,,,,857
2,,Singapore,Singapore,Tuan,S. Rajaratham,,male,indian,PETIR,,,,,767
2,,Sabah,Sabah,,Pengiran Tahir Petra,,male,bumiputera,,,,,,711
2,P042,Perak,Larut Utara,Tuan,Tajudin Bin Ali,,male,bumiputera,Perikatan - UMNO,,,,,856
2,P014,Kedah,Kulim,Tuan,Tai Kuan Yang,,male,chinese,Perikatan - MCA,,,,,853
2,P066,Selangor,Batu,Dr.,Tan Chee Khoon,,male,chinese,BS - Buruh,,,,,860
2,P031,Pulau Pinang,Bagan,Tuan,Tan Cheng Bee,,male,chinese,Perikatan - MCA,,,,,861
2,P086,Melaka,Bandar Melaka,Tuan,Tan Kee Gak,,male,chinese,Perikatan - MCA,,,,,863
2,P072,Selangor,Bukit Bintang,Tuan,Tan Toh Hong,,male,chinese,Perikatan - MCA,,,,,873
2,,Sarawak,Sarawak,Tuan,Tan Tsak Yu,,male,chinese,,,,,,874
2,P095,Johor,Kluang Utara,Tuan,Tiah Eng Bee,,male,chinese,Perikatan - MCA,,,,,888
2,,Singapore,Singapore,Dr.,Toh Chin Chye,,male,chinese,PETIR,,,,,898
2,P053,Perak,Kampar,Tuan,Toh Theam Hock,,male,chinese,Perikatan - MCA,,,,,899
2,,Sarawak,Sarawak,Penghulu,Francis Umpau Anak Empam,,male,bumiputera,,,,,,262
2,,Singapore,Singapore,Tuan,Wee Toon Boon,,male,chinese,PETIR,,,,,940
2,,Sabah,Sabah,Tuan,Yeh Pao Tze,,male,chinese,,,,,,958
2,P044,Perak,Bruas,Tuan,Yeoh Tat Beng,,male,chinese,Perikatan - MCA,,,,,960
2,,Sarawak,Sarawak,Tuan,Stephen Yong Kuet Tze,,male,chinese,SUPP,,,,,827
2,,Singapore,Singapore,Tuan,Yong Nyuk Lin,,male,chinese,PETIR,,,,,968
2,P069,Selangor,Langat,Tuan Haji,Zakaria Bin Haji Mohd. Taib,,male,bumiputera,Perikatan - UMNO,,,,,988
3,,,,Dato',Chik Mohamed Yusuf Bin Sheikh Abdul Rahman,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,,211
3,P062,Pahang,Pekan,Y.A.B. Tun Haji,Abdul Razak Bin Dato' Hussein,,male,bumiputera,Perikatan - UMNO,Perdana Menteri,,,,63
3,P102,Johor,Johor Timor,Y.A.B. Tun Dr.,Ismail Bin Dato' Haji Abdul Rahman,,male,bumiputera,Perikatan - UMNO,Timbalan Perdana Menteri,,,death,351
3,P085,Melaka,Melaka Tengah,Tun,Tan Siew Sin,,male,chinese,Perikatan - MCA,,,,,871
3,P046,Perak,Sungei Siput,Tun,V.T. Sambanthan,,male,indian,Perikatan - MIC,,,,,909
3,P097,Johor,Pontian Utara,Tan Sri Haji,Sardon Bin Haji Jubir,,male,bumiputera,Perikatan - UMNO,,,,,789
3,P007,Kedah,Kuala Kedah,,Sebu Abdul Rahman,,male,bumiputera,Perikatan - UMNO,,,,,794
3,P009,Kedah,Kedah Tengah,Tuan,Mohamed Khir Johari,,male,bumiputera,Perikatan - UMNO,,,,,558
3,P140,Sarawak,Ulu Rajang,Tan Sri Temenggong,Jugah Anak Barieng,,male,bumiputera,Pesaka,,,,,388
3,P074,Selangor,Klang,Tan Sri,V. Manickavasagam,,male,indian,Perikatan - MIC,,,,,906
3,P047,Perak,Kuala Kangsar,Tan Sri Haji,Mohamed Ghazali Bin Haji Jawi,,male,bumiputera,Perikatan - UMNO,,,,,551
3,P087,Melaka,Melaka Utara,Tuan,Abdul Ghafar Bin Baba,,male,bumiputera,Perikatan - UMNO,,,,,18
3,P115,Sabah,Kinabalu,Dato',Abdul Ghani Gilong,,male,bumiputera,USNO,,,,,22
3,P076,Selangor,Sepang,Tuan,Lee Siok Yew,,male,chinese,Perikatan - MCA,,,,,447
3,P059,Pahang,Raub,Dato',Hamzah Bin Dato' Abu Samah,,male,bumiputera,Perikatan - UMNO,,,,,286
3,P003,Kedah,Jitra,Tan Sri,Fatimah Binti Haji Hashim,,female,bumiputera,Perikatan - UMNO,,,,,254
3,P100,Johor,Johor Bahru Timur,Tuan,Hussein Bin Dato' Onn,,male,bumiputera,Perikatan - UMNO,,,,,332
3,P122,Sarawak,Bandar Kuching,Dato',Ong Kee Hui,,male,chinese,SUPP,,,,,687
3,P124,Sarawak,Samarahan,Tuan,Abdul Taib Bin Mahmud,,male,bumiputera,Bumiputera,,,,,69
3,P098,Johor,Pontian Selatan,Tuan,Ali Bin Haji Ahmad,,male,bumiputera,Perikatan - UMNO,,,,,129
3,P079,Negeri Sembilan,Kuala Pilah,Dato',Abdul Samad Bin Idris,,male,bumiputera,Perikatan - UMNO,,,,,66
3,P090,Johor,Segamat Selatan,Tuan,Lee San Chong,,male,chinese,Perikatan - MCA,,,,,445
3,P018,Kelantan,Kota Bharu Hilir,Y.M. Tengku,Ahmad Rithaudeen Bin Tengku Ismail,,male,bumiputera,Perikatan - UMNO,,,,,112
3,P023,Kelantan,Tanah Merah,Tuan,Mohamed Bin Yaacob,,male,bumiputera,Perikatan - UMNO,,,,,548
3,P069,Selangor,Langat,Tuan,Shariff Ahmad,,male,bumiputera,Perikatan - UMNO,,,,,809
3,P026,Terengganu,Kuala Trengganu Utara,Tuan,Wan Abdul Kadir Bin Ismail,,male,bumiputera,Perikatan - UMNO,,,,,915
3,P083,Negeri Sembilan,Jelebu,Tuan,Mohamed Bin Ujang,,male,bumiputera,Perikatan - UMNO,,,,,547
3,P101,Johor,Johor Bahru Barat,Tuan,Mohamed Bin Rahmat,,male,bumiputera,Perikatan - UMNO,,,,,545
3,P016,Kelantan,Kelantan Hilir,Tuan,Nik Abdul Aziz Bin Nik Mat,,male,bumiputera,PAS,,,,,670
3,P015,Kelantan,Tumpat,Dato' Dr. Haji,Abdul Aziz Bin Omar,,male,bumiputera,Perikatan - UMNO,,,,,14
3,P068,Selangor,Rawang,Y.A.M. Tunku,Abdullah Ibni Almarhum Tuanku Abdul Rahman,,male,bumiputera,Perikatan - UMNO,,,,,57
3,P007,Kedah,Kuala Kedah,Y.T.M. Tunku,Abdul Rahman Putra Al Haj,,male,bumiputera,Perikatan - UMNO,,,,resign,57
3,P114,Sabah,Sabah Selatan,Tuan Haji,Abdul Rashid Bin Haji Jais,,male,bumiputera,USNO,,,,,59
3,P064,Pahang,Lipis,Tuan Haji,Abdul Razak Bin Haji Hussin,,male,bumiputera,Perikatan - UMNO,,,,resign,64
3,P028,Terengganu,Dungun,Tuan Haji,Abdul Wahab Bin Yunus,,male,bumiputera,PAS,,,,,71
3,P139,Sarawak,Kapit,Penghulu,Abit Anak Angkin,,male,bumiputera,SNAP,,,,,81
3,P004,Kedah,Kubang Pasu Barat,Tuan,Abu Bakar Bin Umar,,male,bumiputera,PAS,,,,,86
3,P104,Johor,Muar Utara,Haji,Ahmad Bin Arshad,,male,bumiputera,Perikatan - UMNO,,,,,100
3,P118,Sabah,Kinabatangan,,Pengiran Ahmad Bin Pengiran Indar,,male,bumiputera,USNO,,,,,709
3,P088,Melaka,Melaka Selatan,Tuan,Ahmad Bin Haji Ithnin,,male,bumiputera,Perikatan - UMNO,,,,,101
3,P038,Pulau Pinang,Seberang Utara,Tuan Haji,Ahmad Bin Said,,male,bumiputera,Perikatan - UMNO,,,,,106
3,P054,Perak,Hilir Perak,Tuan Haji,Ahmad Damanhuri Bin Haji Abdul Wahab,,male,bumiputera,Perikatan - UMNO,,,,,108
3,P024,Kelantan,Ulu Kelantan,Tan Sri Haji,Nik Ahmed Kamil,,male,bumiputera,Perikatan - UMNO,,Timbalan Yang di-Pertua Dewan,,,672
3,P013,Kedah,Kulim Utara,Puan,Bibi Aishah Binti Hamid Don,,female,bumiputera,Perikatan - UMNO,,,,,172
3,P117,Sabah,Labuk,Tuan,Ajad Bin O.T. Oyong,,male,bumiputera,USNO,,,,,122
3,P092,Johor,Muar Selatan,Dr.,Awang Bin Hassan,,male,bumiputera,Perikatan - UMNO,,,,,148
3,P012,Kedah,Sungai Petani,Tuan,Azahari Bin Mohd. Taib,,male,bumiputera,Perikatan - UMNO,,,,,153
3,P137,Sarawak,Julau,Dato' Pengarah,Banyang Anak Janting,,male,bumiputera,Pesaka,,,,,167
3,P106,Sabah,Bandau,Chegu,Baudi Bin Unggut,,male,bumiputera,USNO,,,,,169
3,P127,Sarawak,Simunjan,Tuan,Bojeng Bin Andot,,male,bumiputera,Bumiputera,,,,,174
3,P108,Sabah,Tuaran,Tuan,Buja Bin Gumbilai,,male,bumiputera,USNO,,,,,175
3,P144,Sarawak,Limbang,Tuan,Awang Bungsu Bin Abdullah,,male,bumiputera,SNAP,,,,,150
3,P123,Sarawak,Santubong,Tuan Haji,Awang Wal Bin Awang Abu,,male,bumiputera,Bumiputera,,,,,151
3,P055,Perak,Telok Anson,Tuan,Chan Fu King,,male,chinese,DAP,,,,,183
3,P060,Pahang,Bentong,Tuan,Chan Siang Sun,,male,chinese,Perikatan - MCA,,,,,188
3,P049,Perak,Ulu Kinta,Tuan,Chan Yoon Onn,,male,chinese,PPP,,,,,190
3,P132,Sarawak,Sarikei,Tuan,Chen Ko Ming,,male,chinese,SCA,,,,,198
3,P080,Negeri Sembilan,Seremban Timor,Dr.,Chen Man Hin,,male,chinese,DAP,,,,,199
3,P099,Johor,Kluang Selatan,Dr.,Chu Chee Peng,,male,chinese,Perikatan - MCA,,,,,222
3,P034,Pulau Pinang,Pulau Pinang Utara,Tuan,Peter Paul Dason,,male,indian,DAP,,,,,715
4,P049,Perak,Taiping,Tuan,Paul Leong Khee Seong,,male,chinese,BN - Gerakan,,,,,707
3,P128,Sarawak,Batang Lupar,Tuan,Edwin Anak Tangkun,,male,bumiputera,SNAP,,,,,243
3,P053,Perak,Kampar,Tuan,Fan Yew Teng,,male,chinese,DAP,,,,,251
3,P094,Johor,Batu Pahat Dalam,Datin Hajjah,Fatimah Binti Haji Abdul Majid,,female,bumiputera,Perikatan - UMNO,,,,,253
3,P064,Pahang,Lipis,,Muhammad Ghazali Bin Shafie,,male,bumiputera,Perikatan - UMNO,,,,,640
3,P071,Selangor,Bangsar,Tuan,Goh Hock Guan,,male,chinese,DAP,,,,,277
3,P010,Kedah,Jerai,Tuan,Hanafiah Bin Hussain,,male,bumiputera,Perikatan - UMNO,,,,,291
3,P048,Perak,Parit,Tuan,Hashim Bin Gera,,male,bumiputera,PAS,,,,,300
3,P067,Selangor,Kapar,,Mohd. Tahir Bin Abdul Manan,,male,bumiputera,Perikatan - UMNO,,,,,619
3,P067,Selangor,Kapar,,Hamzah Alang,,male,bumiputera,Perikatan - UMNO,,,,death,285
3,P073,Selangor,Damansara,Tuan,Hor Cheok Foon,,male,chinese,DAP,,,,,324
3,P045,Perak,Sitiawan,Tuan,Richard Ho Ung Hun,,male,chinese,DAP,,,,,753
3,P025,Terengganu,Besut,Tuan,Hussain Bin Haji Sulaiman,,male,bumiputera,Perikatan - UMNO,,,,,330
3,P096,Johor,Johor Tenggara,Tan Sri,Syed Jaafar Bin Hassan Albar,,male,bumiputera,Perikatan - UMNO,,,,,847
3,P078,Selangor,Ulu Selangor,Tan Sri,Khaw Kai Boh,,male,chinese,Perikatan - MCA,,,,death,419
3,P134,Sarawak,Bandar Sibu,Tuan,Khoo Peng Loong,,male,chinese,SUPP,,,,,421
3,P131,Sarawak,Saratok,Tuan,Edmund Langgu Anak Saga,,male,bumiputera,SNAP,,,,,241
3,P136,Sarawak,Mukah,Tuan,Latip Bin Haji Idris,,male,bumiputera,Bumiputera,,,,,432
3,P058,Perak,Tanjong Malim,Tuan,Lee Seck Fun,,male,chinese,Perikatan - MCA,,,,,446
3,P052,Perak,Batu Gajah,Tuan,Lim Cho Hock,,male,chinese,DAP,,,,,459
3,P078,Selangor,Ulu Selangor,,Michael Chen Wing Sum,,male,chinese,Perikatan - MCA,,,,,525
4,P039,Pulau Pinang,Nibong Tebal,Dr,Goh Cheng Teik,,male,chinese,BN - Gerakan,,,,,276
3,P086,Melaka,Bandar Melaka,Tuan,Lim Kit Siang,,male,chinese,DAP,,,,,469
3,P006,Kedah,Alor Star,Tuan,Lim Pee Hung,,male,chinese,Perikatan - MCA,,,,,472
3,P081,Negeri Sembilan,Rembau Tampin,,Mokhtar Hashim,,male,bumiputera,Perikatan - UMNO,,,,,630
3,P057,Perak,Batang Padang,Tuan,Loh Jee Mee,,male,chinese,DAP,,,,,484
3,P070,Selangor,Setapak,Tuan,Walter Loh Poh Khan,,male,chinese,DAP,,,,,914
3,P116,Sabah,Sandakan,Tuan,Peter Lo Su Yin,,male,chinese,SCA,,,,,714
3,P143,Sarawak,Baram,Tuan,Luhat Wan,,male,bumiputera,SNAP,,,,,487
3,P112,Sabah,Labuan,Tuan,Chik Johari Ondu Majakil,,male,bumiputera,USNO,,,,,210
3,P130,Sarawak,Betong,Tuan,Andrew Mara Anak Walter Unjah,,male,bumiputera,SNAP,,,,,138
3,P005,Kedah,Kota Star Utara,Tuan Haji,Mawardi Bin Lebai Teh,,male,bumiputera,PAS,,,,,518
3,P061,Pahang,Kuantan,Dr.,Mohamed Bin Taib,,male,bumiputera,Perikatan - UMNO,,,,,546
3,P113,Sabah,Sabah Dalam,Tuan,Mohamed Arif Bin Salleh,,male,bumiputera,USNO,,,,,539
3,P020,Kelantan,Kota Bharu Hulu,Dato' Haji,Mohamed Asri Bin Haji Muda,,male,bumiputera,PAS,,,,,540
3,P027,Terengganu,Kuala Trengganu Selatan,Tuan,Mohd. Daud Bin Abdul Samad,,male,bumiputera,PAS,,,,,600
3,P039,Perak,Ulu Perak,Tuan,Mohd Nor Bin Md. Dahan,,male,bumiputera,Perikatan - UMNO,,,,,588
3,P107,Sabah,Kota Belud,Tuan,Mohammad Said Bin Keruak,,male,bumiputera,USNO,,,,,581
3,P119,Sabah,Darvel,Tuan,Mohd. Salleh Bin Dato' Panglima Abdullah,,male,bumiputera,USNO,,,,,613
3,P075,Selangor,Kuala Langat,Tuan,Mohd. Tahir Bin Abdul Majid,,male,bumiputera,Perikatan - UMNO,,,,,618
3,P063,Pahang,Temerloh,Tuan Haji,Mohamed Yusof Bin Mahmud,,male,bumiputera,Perikatan - UMNO,,,,,575
3,P019,Kelantan,Bachok,Tuan Haji,Mohd. Zain Bin Abdullah,,male,bumiputera,PAS,,,,,626
3,P030,Terengganu,Terengganu Tengah,Dato',Engku Muhsein Bin Engku Abdul Kadir,,male,bumiputera,Perikatan - UMNO,,,,,247
3,P029,Terengganu,Kemaman,Tuan,Wan Mokhtar Bin Ahmad,,male,bumiputera,Perikatan - UMNO,,,,,928
3,P002,Perlis,Perlis Selatan,Tuan Haji,Mokhtar Bin Haji Ismail,,male,bumiputera,Perikatan - UMNO,,,,,631
3,P017,Kelantan,Pasir Mas Hilir,Tuan,Muhammad Fakhruddin Bin Haji Abdullah,,male,bumiputera,PAS,,,,,639
3,P102,Johor,Johor Timor,,Abdul Rahman Sabri,,male,bumiputera,Perikatan - UMNO,,,,,58
3,P103,Johor,Segamat Utara,Tuan,Musa Bin Hitam,,male,bumiputera,Perikatan - UMNO,,,,,644
3,P077,Selangor,Sabak Bernam,Dato' Haji,Mustapha Bin Haji Abdul Jabar,,male,bumiputera,Perikatan - UMNO,,,,,648
3,P105,Sabah,Marudu,Tun Datu Haji,Mustapha Bin Datu Harun,,male,bumiputera,USNO,,,,,647
4,P062,Perak,Telok Anson,Tuan,Au How Cheong,,male,chinese,BN - Gerakan,,,,,147
3,P129,Sarawak,Luboh Antu,Tuan,Jonathan Narwin Anak Jinggong,,male,bumiputera,SNAP,,,,,381
3,P089,Johor,Muar Dalam,Dato',Syed Nasir Bin Nasir Ismail,,male,bumiputera,Perikatan - UMNO,,,,,849
4,P042,Pulau Pinang,Tanjong,Dr,Lim Chong Eu,,male,chinese,BN - Gerakan,,,,,460
3,P065,Selangor,Kuala Selangor,,Raja Nong Chik Bin Raja Ishak,,male,bumiputera,Perikatan - UMNO,,,,,739
3,P001,Perlis,Perlis Utara,Tuan,Othman Bin Abdullah,,male,bumiputera,Perikatan - UMNO,,,,,698
3,P109,Sabah,Kota Kinabalu,Dato',Pang Tet Tshung,,male,chinese,SCA,,,,,704
3,P126,Sarawak,Serian,Pengarah,Rahun Anak Debak,,male,bumiputera,SNAP,,,,,732
3,P041,Perak,Krian Darat,Tuan,Ramli Bin Omar,,male,bumiputera,Perikatan - UMNO,,,,,744
3,P050,Perak,Ipoh,Tuan,R.C.M. Rayan @ R.C. Mahadeva Rayan,,male,indian,PPP,,,,,724
3,P091,Johor,Muar Pantai,Tuan,Seah Teng Ngiab,,male,chinese,Perikatan - MCA,,,,,793
3,P084,Negeri Sembilan,Seremban Barat,Dr.,S. Seevaratnam,,male,indian,DAP,,,,,766
3,P051,Perak,Menglembu,Dato',S.P. Seenivasagam,,male,indian,PPP,,,,,766
4,P043,Pulau Pinang,Jelutong,Tuan,Rasiah Rajasingam,,male,indian,BN - Gerakan,,,,,746
3,P011,Kedah,Baling,Tuan Haji,Shafie Bin Abdullah,,male,bumiputera,Perikatan - UMNO,,,,,801
3,P121,Sarawak,Bau Lundu,Tuan,Sinyium Anak Mutit,,male,bumiputera,SUPP,,,,resign,817
3,P121,Sarawak,Bau Lundu,,Joseph Valentine Cotter,,male,bumiputera,SUPP,,,,,387
3,P093,Johor,Batu Pahat,Tuan,Soh Ah Teck,,male,chinese,Perikatan - MCA,,,,,823
3,P082,Negeri Sembilan,Port Dickson,Dr.,A. Soorian,,male,indian,DAP,,,,,2
3,P056,Perak,Bagan Datoh,Tuan,Sulaiman Bin Bulon,,male,bumiputera,Perikatan - UMNO,,,,,833
3,P022,Kelantan,Pasir Puteh,Tuan,Wan Sulaiman Bin Haji Ibrahim,,male,bumiputera,PAS,,,,,932
3,P081,Negeri Sembilan,Rembau Tampin,Dr.,Sulaiman Bin Mohamed Attas,,male,bumiputera,Perikatan - UMNO,,,,death,836
3,P040,Perak,Krian Laut,Tuan,Sulaiman Bin Haji Taib,,male,bumiputera,Perikatan - UMNO,,,,,835
3,P044,Perak,Bruas,Tuan,Su Liang Yu,,male,chinese,PPP,,,,,828
3,P111,Sabah,Kimanis,,Pengiran Tahir Bin Pengiran Petra,,male,bumiputera,USNO,,,,,711
3,P014,Kedah,Kulim Bandar Bharu,Tuan,Tai Kuan Yang,,male,chinese,Perikatan - MCA,,,,,853
3,P042,Perak,Larut Utara,Tuan,Tajuddin Bin Ali,,male,bumiputera,Perikatan - UMNO,,,,,856
5,P049,Perak,Taiping,Tuan,Paul Leong Khee Seong,,male,chinese,BN - Gerakan,,,,,707
3,P031,Pulau Pinang,Bagan,Tuan,Tan Cheng Bee,,male,chinese,Perikatan - MCA,,,,,861
3,P095,Johor,Kluang Utara,Tuan,Tiah Eng Bee,,male,chinese,Perikatan - MCA,,,,,888
3,P110,Sabah,Penampang,Tuan,James Stephen Tibok,,male,bumiputera,USNO,,,,,367
3,P135,Sarawak,Rajang,,Jawan Anak Empaling,,male,bumiputera,SUPP,,,,,372
3,P135,Sarawak,Rajang,Tuan,Tibuoh Anak Rantai,,male,bumiputera,SUPP,,,,death,889
3,P141,Sarawak,Bintulu,Tuan,Ting Ming Kiong,,male,chinese,SCA,,,,,895
3,P138,Sarawak,Kanowit,Tuan,Joseph Unting Anak Umang,,male,bumiputera,Bebas,,,,,386
5,P039,Pulau Pinang,Nibong Tebal,Dr.,Goh Cheng Teik,,male,chinese,BN - Gerakan,,,,,276
3,P142,Sarawak,Miri,Dato',James Wong Kim Min,,male,chinese,SNAP,,,,,368
3,P120,Sabah,Tawau,Tuan,Yeh Pao Tzu,,male,chinese,SCA,,,,,958
5,P062,Perak,Teluk Anson,Tuan,Au How Cheong,,male,chinese,BN - Gerakan,,,,,147
3,P125,Sarawak,Pandawan,Tuan,Stephen Yong Kuet Tze,,male,chinese,SUPP,,,,,827
3,P008,Kedah,Kota Star Selatan,Tuan Haji,Yusof Bin Haji Abdullah @ Haji Yusof Rawa,,male,bumiputera,PAS,,,,,973
3,P133,Sarawak,Payang,Dato' Haji,Abdul Rahman Bin Ya'kub,,male,bumiputera,Bumiputera,,,,,55
3,P021,Kelantan,Pasir Mas Hulu,Tengku,Zaid Bin Tengku Ahmad,,male,bumiputera,PAS,,,,,978
4,,,,Tan Sri Haji,Nik Ahmed Kamil,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,,672
4,P071,Pahang,Pekan,Y.A.B. Tun Haji,Abdul Razak Bin Datuk Hussein,,male,bumiputera,BN - UMNO,Perdana Menteri,,,death,63
4,P109,Johor,Sri Gading,Y.A.B. Datuk,Hussein Bin Datuk Onn,,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri,,,,332
4,P095,Melaka,Alor Gajah,Tuan,Abdul Ghafar Bin Baba,,male,bumiputera,BN - UMNO,,,,,18
4,P100,Johor,Segamat,Datuk,Lee San Choon,,male,chinese,BN - MCA,,,,,445
4,P079,Selangor,Pelabohan Klang,Tan Sri,Manickavasagam,,male,indian,BN - MIC,,,,,509
4,P022,Kelantan,Nilam Puri,Datuk Haji,Mohamed Asri Bin Haji Muda,,male,bumiputera,BN - PAS,,,,,540
4,P072,Pahang,Temerloh,Datuk Haji,Hamzah Bin Datuk Abu Samah,,male,bumiputera,BN - UMNO,,,,,286
4,P132,Sarawak,Bandar Kuching,Datuk,Ong Kee Hui,,male,chinese,BN - SUPP,,,,,687
4,P065,Pahang,Lipis,Tan Sri Haji,Muhammad Ghazali Bin Shafie,,male,bumiputera,BN - UMNO,,,,,640
4,P120,Sabah,Kinabalu,Datuk Haji,Abdul Ghani Gilong,,male,bumiputera,BN - USNO,,,,,22
4,P078,Selangor,Ulu Langat,Tan Sri,Lee Siok Yew,,male,chinese,BN - MCA,,,,,447
4,P102,Johor,Tenggaroh,Tan Sri,Abdul Kadir Bin Yusof,,male,bumiputera,BN - UMNO,,,,,35
4,P082,Selangor,Kuala Langat,Puan Hajjah,Aishah Binti Haji Abdul Ghani,,female,bumiputera,BN - UMNO,,,,,121
4,P112,Johor,Pontian,Datuk,Ali Bin Haji Ahmad,,male,bumiputera,BN - UMNO,,,,death,129
4,P019,Kelantan,Kota Baru,Y.M. Tengku,Ahmad Rithaudeen Al Haj Bin Tengku Ismail,,male,bumiputera,BN - UMNO,,,,,112
4,P023,Kelantan,Tanah Merah,Tuan Haji,Mohamed Bin Yaacob,,male,bumiputera,BN - UMNO,,,,,548
4,P075,Selangor,Ulu Selangor,Tuan,Michael Chen Wing Sum,,male,chinese,BN - MCA,,,,,525
4,P099,Johor,Labis,Datuk,Musa Hitam,,male,bumiputera,BN - UMNO,,,,,644
4,P004,Kedah,Kubang Pasu,Dr.,Mahathir Bin Mohamad,,male,bumiputera,BN - UMNO,,,,,500
4,P134,Sarawak,Samarahan,Datuk Haji,Abdul Taib Bin Mahmud,,male,bumiputera,BN - PBB,,,,,69
4,P092,Negeri Sembilan,Kuala Pilah,Datuk,Abdul Samad Bin Idris,,male,bumiputera,BN - UMNO,,,,,66
4,P066,Pahang,Jerantut,Tuan,Shariff Ahmad,,male,bumiputera,BN - UMNO,,,,,809
4,P034,Terengganu,Kemaman,Datuk Haji,Wan Abdul Kadir Bin Ismail,,male,bumiputera,BN - UMNO,,,,death,915
4,P113,Johor,Pulai,Datuk,Mohamed Bin Rahmat,,male,bumiputera,BN - UMNO,,,,,545
4,P073,Selangor,Sabak Bernam,Datuk Haji,Mustapha Bin Haji Abdul Jabar,,male,bumiputera,BN - UMNO,,,,,648
4,P064,Perak,Bagan Datok,Tuan Haji,Hassan Adli Bin Haji Arshad,,male,bumiputera,BN - PAS,,,,,296
4,P070,Pahang,Bentong,Tuan,Chan Siang Sun,,male,chinese,BN - MCA,,,,,188
4,P097,Melaka,Batu Berendam,Tan Sri,Chong Hon Nyan,,male,chinese,BN - MCA,,,,,218
4,P024,Kelantan,Machang,Datuk,Abdullah Ahmad,,male,bumiputera,BN - UMNO,,,,,72
4,P094,Negeri Sembilan,Tampin,Tuan,Mokhtar Bin Haji Hashim,,male,bumiputera,BN - UMNO,,,,,630
4,P008,Kedah,Kota Setar,Tuan,Abu Bakar Bin Umar,,male,bumiputera,BN - PAS,,,,,86
