vol,author,birth_year,sex,ethnicity,party,negeri,area,kod_kawasan,exec_posts,service_posts,author_id,start_date,end_date
12,AARON AGO ANAK DAGANG,1959.0,male,bumiputera,BN - PRS,Sarawak,Kanowit,P210,,,3265,2008-03-08,2013-04-03
13,AARON AGO ANAK DAGANG,1959.0,male,bumiputera,BN - PRS,Sarawak,Kanowit,P210,,,3265,2013-05-05,2018-04-07
15,AARON AGO ANAK DAGANG,1959.0,male,bumiputera,GPS,Sarawak,Kanowit,P210,Menteri Perpaduan Negara,,3265,2022-11-19,
12,AB AZIZ BIN AB KADIR,1963.0,male,bumiputera,PKR,Kelantan,Ketereh,P026,,,3325,2008-03-08,2013-04-03
13,AB. AZIZ BIN KAPRAWI,1960.0,male,bumiputera,BN - UMNO,Johor,Sri Gading,P149,Timbalan Menteri Pengangkutan,,3856,2013-05-05,2018-04-07
12,AB. HALIM BIN AB. RAHMAN,1940.0,male,bumiputera,PAS,Kelantan,Pengkalan Chepa,P020,,,3313,2008-03-08,2013-04-03
13,ABD AZIZ BIN SHEIKH FADZIR,1963.0,male,bumiputera,BN - UMNO,Kedah,Kulim Bandar Baharu,P018,,,3310,2013-05-05,2018-04-07
15,ABD GHANI BIN AHMAD,1970.0,male,bumiputera,PN,Kedah,Jerlun,P005,,,4423,2022-11-19,
12,ABD KHALID BIN IBRAHIM,1947.0,male,bumiputera,PKR,WP Kuala Lumpur,Bandar Tun Razak,P124,,,3467,2008-03-08,2013-04-03
13,ABD KHALID BIN IBRAHIM,1947.0,male,bumiputera,PKR > BEBAS,WP Kuala Lumpur,Bandar Tun Razak,P124,,,3467,2013-05-05,2018-04-07
12,ABD RAHIM BIN BAKRI,1961.0,male,bumiputera,BN - UMNO,Sabah,Kudat,P167,Timbalan Menteri Pengangkutan,,3533,2008-03-08,2013-04-03
13,ABD RAHIM BIN BAKRI,1961.0,male,bumiputera,BN - UMNO,Sabah,Kudat,P167,,,3533,2013-05-05,2018-04-07
14,ABD RAHIM BIN BAKRI,1961.0,male,bumiputera,BN - UMNO > BERSATU,Sabah,KUDAT,P167,,,3533,2018-05-09,2022-10-10
12,ABD. HADI BIN AWANG,1947.0,male,bumiputera,PAS,Terengganu,Marang,P037,,,1712,2008-03-08,2013-04-03
13,ABD. LATIFF BIN AHMAD,1959.0,male,bumiputera,BN - UMNO,Johor,Mersing,P154,,,3512,2013-05-05,2018-04-07
12,ABD. RAHMAN BIN BAKRI,1966.0,male,bumiputera,BN - UMNO,Selangor,Sabak Bernam,P092,,,3421,2008-03-08,2013-04-03
13,ABDUL AZEEZ BIN ABDUL RAHIM,1967.0,male,bumiputera,BN - UMNO,Kedah,Baling,P016,,,3305,2013-05-05,2018-04-07
14,ABDUL AZEEZ BIN ABDUL RAHIM,1967.0,male,bumiputera,BN - UMNO,Kedah,BALING,P016,,,3305,2018-05-09,2022-10-10
12,ABDUL GHAPUR BIN SALLEH,1943.0,male,bumiputera,BN - UMNO,Sabah,Kalabakan,P191,,,3238,2008-03-08,2013-04-03
13,ABDUL GHAPUR BIN SALLEH,1943.0,male,bumiputera,BN - UMNO,Sabah,Kalabakan,P191,,,3238,2013-05-05,2018-04-07
13,ABDUL HADI AWANG,1947.0,male,bumiputera,PAS,Terengganu,Marang,P037,,,1712,2013-05-05,2018-04-07
15,ABDUL HADI BIN AWANG,1947.0,male,bumiputera,PN,Terengganu,Marang,P037,,,1712,2022-11-19,
14,ABDUL HADI BIN HAJI AWANG,1948.0,male,bumiputera,PAS,Terengganu,MARANG,P037,,,1712,2018-05-09,2022-10-10
15,ABDUL KHALIB BIN ABDULLAH,1959.0,male,bumiputera,PN,Pahang,Rompin,P091,,,4756,2022-11-19,
14,ABDUL LATIFF BIN ABDUL RAHMAN,1972.0,male,bumiputera,PAS,Kelantan,KUALA KRAI,P031,,,4043,2018-05-09,2022-10-10
15,ABDUL LATIFF BIN ABDUL RAHMAN,1971.0,male,bumiputera,PN,Kelantan,Kuala Krai,P031,,,4043,2022-11-19,
12,ABDUL LATIFF BIN AHMAD,1959.0,male,bumiputera,BN - UMNO,Johor,Mersing,P154,Timbalan Menteri Pertahanan,,3512,2008-03-08,2013-04-03
14,ABDUL LATIFF BIN AHMAD,1959.0,male,bumiputera,BN - UMNO > BERSATU,Johor,MERSING,P154,Menteri di Jabatan Perdana Menteri (Tugas-Tugas Khas),,3512,2018-05-09,2022-10-10
12,ABDUL MANAN BIN ISMAIL,1949.0,male,bumiputera,BN - UMNO,Pahang,Paya Besar,P084,,,3411,2008-03-08,2013-04-03
13,ABDUL RAHMAN BIN DAHLAN,1966.0,male,bumiputera,BN - UMNO,Sabah,Kota Belud,P169,Menteri di Jabatan Perdana Menteri,,3538,2013-05-05,2018-04-07
12,ABDUL RAHMAN BIN HAJI DAHLAN,1966.0,male,bumiputera,BN - UMNO,Sabah,Kota Belud,P169,,,3538,2008-03-08,2013-04-03
15,ABDUL RAHMAN BIN HAJI MOHAMAD,1962.0,male,bumiputera,BN,Pahang,Lipis,P079,Timbalan Menteri Sumber Manusia,,3752,2022-11-19,
13,ABDUL RAHMAN BIN MOHAMAD,1962.0,male,bumiputera,BN - UMNO,Pahang,Lipis,P079,,,3752,2013-05-05,2018-04-07
14,ABDUL RAHMAN BIN MOHAMAD,1962.0,male,bumiputera,BN - UMNO,Pahang,LIPIS,P079,Timbalan Menteri Pembangunan Luar Bandar I,,3752,2018-05-09,2022-10-10
12,ABDUL WAHAB BIN HAJI DOLAH,1951.0,male,bumiputera,BN - PBB,Sarawak,Igan,P207,,,3613,2008-03-08,2013-04-03
12,ABDULLAH BIN HAJI AHMAD BADAWI,1940.0,male,bumiputera,BN - UMNO,Pulau Pinang,Kepala Batas,P041,,,2655,2008-03-08,2013-04-03
12,ABDULLAH BIN MD ZIN,1947.0,male,bumiputera,BN - UMNO,Terengganu,Besut,P033,,,3336,2008-03-08,2013-04-03
12,ABDULLAH SANI BIN ABDUL HAMID,1962.0,male,bumiputera,PKR,Selangor,Kuala Langat,P112,,,3451,2008-03-08,2013-04-03
13,ABDULLAH SANI BIN ABDUL HAMID,1962.0,male,bumiputera,PKR,Selangor,Kuala Langat,P112,,,3451,2013-05-05,2018-04-07
14,ABDULLAH SANI BIN ABDUL HAMID,1962.0,male,bumiputera,PH - PKR,Selangor,KAPAR,P109,,,3451,2018-05-09,2022-10-10
13,ABU BAKAR BIN MOHAMAD DIAH,1959.0,male,bumiputera,BN - UMNO,Melaka,Tangga Batu,P136,"Timbalan Menteri Sains, Teknologi dan Inovasi",,3844,2013-05-05,2018-04-07
12,ABU BAKAR BIN TAIB,1943.0,male,bumiputera,BN - UMNO,Kedah,Langkawi,P004,,,3286,2008-03-08,2013-04-03
12,ABU SEMAN BIN HAJI YUSOP,1944.0,male,bumiputera,BN - UMNO,Melaka,Masjid Tanah,P134,Timbalan Menteri Dalam Negeri,,3483,2008-03-08,2013-04-03
15,ADAM ADLI BIN ABD HALIM,1989.0,male,bumiputera,PH,Melaka,Hang Tuah Jaya,P137,Timbalan Menteri Belia dan Sukan,,4949,2022-11-19,
14,ADHAM BIN BABA,1963.0,male,bumiputera,BN - UMNO,Johor,TENGGARA,P155,"Menteri Sains, Teknologi dan Inovasi",,4284,2018-05-09,2022-10-10
15,ADLY BIN ZAHARI,1971.0,male,bumiputera,PH,Melaka,Alor Gajah,P135,Timbalan Menteri Pertahanan,,4941,2022-11-19,
15,ADNAN BIN ABU HASSAN,1970.0,male,bumiputera,BN,Negeri Sembilan,Kuala Pilah,P129,,,4922,2022-11-19,
14,ADNAN BIN TENGKU MANSOR,1951.0,male,bumiputera,BN - UMNO,Putrajaya,PUTRAJAYA,P125,,,3468,2018-05-09,2022-10-10
15,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,1981.0,male,bumiputera,PN,Kedah,Alor Setar,P009,,,4438,2022-11-19,
14,AGO ANAK DAGANG,1959.0,male,bumiputera,GPS - PRS,Sarawak,KANOWIT,P210,Timbalan Menteri Kesihatan II,,3265,2018-05-09,2022-10-10
14,AHMAD AMZAD BIN MOHAMED @ HASHIM,1970.0,male,bumiputera,PAS,Terengganu,KUALA TERENGGANU,P036,"Timbalan Menteri Sains, Teknologi dan Inovasi",,4052,2018-05-09,2022-10-10
15,AHMAD AMZAD BIN MOHAMED @ HASHIM,1970.0,male,bumiputera,PN,Terengganu,Kuala Terengganu,P036,,,4052,2022-11-19,
13,AHMAD BAIHAKI BIN ATIQULLAH,1974.0,male,bumiputera,PAS,Kelantan,Kubang Kerian,P024,,,3665,2013-05-05,2018-04-07
12,AHMAD BIN HAJI HAMZAH,1949.0,male,bumiputera,BN - UMNO,Melaka,Jasin,P139,,,3491,2008-03-08,2013-04-03
12,AHMAD BIN HAJI MASLAN,1966.0,male,bumiputera,BN - UMNO,Johor,Pontian,P164,Timbalan Menteri di Jabatan Perdana Menteri,,3527,2008-03-08,2013-04-03
13,AHMAD BIN HAJI MASLAN,1966.0,male,bumiputera,BN - UMNO,Johor,Pontian,P164,Timbalan Menteri Perdagangan Antarabangsa dan Industri,,3527,2013-05-05,2018-04-07
14,AHMAD BIN HAJI MASLAN,1966.0,male,bumiputera,BN - UMNO,Johor,PONTIAN,P164,,,3527,2018-05-09,2022-10-10
15,AHMAD BIN HAJI MASLAN,1966.0,male,bumiputera,BN,Johor,Pontian,P164,Timbalan Menteri Kerja Raya,,3527,2022-11-19,
13,AHMAD BIN HAMZAH,1949.0,male,bumiputera,BN - UMNO,Melaka,Jasin,P139,,,3491,2013-05-05,2018-04-07
14,AHMAD BIN HAMZAH,1949.0,male,bumiputera,BN - UMNO,Melaka,JASIN,P139,Timbalan Menteri Pertanian dan Industri Makanan I,,3491,2018-05-09,2022-10-10
14,AHMAD BIN HASSAN,1961.0,male,bumiputera,WARISAN,Sabah,PAPAR,P175,,,4322,2018-05-09,2022-10-10
12,AHMAD BIN KASIM,1964.0,male,bumiputera,PKR,Kedah,Kuala Kedah,P010,,,3295,2008-03-08,2013-04-03
15,AHMAD BIN SAAD @ YAHAYA,1975.0,male,bumiputera,PN,Kedah,Pokok Sena,P008,,,4434,2022-11-19,
14,AHMAD FADHLI BIN SHAARI,1981.0,male,bumiputera,PAS,Kelantan,PASIR MAS,P022,,,4027,2018-05-09,2022-10-10
15,AHMAD FADHLI BIN SHAARI,1980.0,male,bumiputera,PN,Kelantan,Pasir Mas,P022,,,4027,2022-11-19,
14,AHMAD FAHMI BIN MOHAMED FADZIL,1981.0,male,bumiputera,PH - PKR,Kuala Lumpur,LEMBAH PANTAI,P121,,,4219,2018-05-09,2022-10-10
15,AHMAD FAHMI BIN MOHAMED FADZIL,1981.0,male,bumiputera,PH,Kuala Lumpur,Lembah Pantai,P121,Menteri Komunikasi,,4219,2022-11-19,
14,AHMAD FAIZAL BIN AZUMU,1971.0,male,bumiputera,BERSATU,Perak,TAMBUN,P063,Menteri Belia dan Sukan,,4104,2018-05-09,2022-10-10
15,AHMAD FAKHRUDDIN BIN FAKHRURAZI,1971.0,male,bumiputera,PN,Kedah,Kuala Kedah,P010,,,4447,2022-11-19,
13,AHMAD FAUZI BIN ZAHARI,1964.0,male,bumiputera,BN - UMNO,WP Kuala Lumpur,Setiawangsa,P118,,,3815,2013-05-05,2018-04-07
12,AHMAD HUSNI BIN MOHAMAD HANADZLAH,1953.0,male,bumiputera,BN - UMNO,Perak,Tambun,P063,Menteri Kewangan II,,3380,2008-03-08,2013-04-03
13,AHMAD HUSNI BIN MOHAMAD HANADZLAH,1953.0,male,bumiputera,BN - UMNO,Perak,Tambun,P063,,,3380,2013-05-05,2018-04-07
13,AHMAD JAZLAN BIN YAAKUB,1965.0,male,bumiputera,BN - UMNO,Kelantan,Machang,P029,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,3673,2013-05-05,2018-04-07
14,AHMAD JAZLAN BIN YAAKUB,1965.0,male,bumiputera,BN - UMNO,Kelantan,MACHANG,P029,,,3673,2018-05-09,2022-10-10
14,AHMAD JOHNIE BIN HAJI ZAWAWI,1962.0,male,bumiputera,GPS - PBB,Sarawak,IGAN,P207,,,4388,2018-05-09,2022-10-10
15,AHMAD JOHNIE BIN ZAWAWI,1962.0,male,bumiputera,GPS,Sarawak,Igan,P207,,,4388,2022-11-19,
12,AHMAD LAI BIN BUJANG,1950.0,male,bumiputera,BN - PBB,Sarawak,Sibuti,P218,,,3624,2008-03-08,2013-04-03
13,AHMAD LAI BIN BUJANG,1950.0,male,bumiputera,BN - PBB,Sarawak,Sibuti,P218,,,3624,2013-05-05,2018-04-07
14,AHMAD MARZUK BIN SHAARY,1976.0,male,bumiputera,PAS,Kelantan,PENGKALAN CHEPA,P020,Timbalan Menteri di Jabatan Perdana Menteri (Hal Ehwal Agama),,3667,2018-05-09,2022-10-10
15,AHMAD MARZUK BIN SHAARY,1976.0,male,bumiputera,PN,Kelantan,Pengkalan Chepa,P020,,,3667,2022-11-19,
13,AHMAD MARZUK SHAARY,1976.0,male,bumiputera,PAS,Kelantan,Bachok,P025,,,3667,2013-05-05,2018-04-07
13,AHMAD NAZLAN BIN IDRIS,1958.0,male,bumiputera,BN - UMNO,Pahang,Jerantut,P081,,,3756,2013-05-05,2018-04-07
14,AHMAD NAZLAN BIN IDRIS,1958.0,male,bumiputera,BN - UMNO,Pahang,JERANTUT,P081,,,3756,2018-05-09,2022-10-10
15,AHMAD SAMSURI BIN MOKHTAR,1971.0,male,bumiputera,PN,Terengganu,Kemaman,P040,,,4568,2022-11-19,
12,AHMAD SHABERY BIN CHEEK,1959.0,male,bumiputera,BN - UMNO,Terengganu,Kemaman,P040,Menteri Belia Dan Sukan,,2986,2008-03-08,2013-04-03
13,AHMAD SHABERY BIN CHEEK,1959.0,male,bumiputera,BN - UMNO,Terengganu,Kemaman,P040,Menteri Pertanian dan Industri Asas Tani,,2986,2013-05-05,2018-04-07
14,AHMAD TARMIZI BIN SULAIMAN,1977.0,male,bumiputera,PAS,Kedah,SIK,P013,,,4008,2018-05-09,2022-10-10
15,AHMAD TARMIZI BIN SULAIMAN,1976.0,male,bumiputera,PN,Kedah,Sik,P013,,,4008,2022-11-19,
15,AHMAD YUNUS BIN HAIRI,1965.0,male,bumiputera,PN,Selangor,Kuala Langat,P112,,,4856,2022-11-19,
12,AHMAD ZAHID BIN HAMIDI,1953.0,male,bumiputera,BN - UMNO,Perak,Bagan Datok,P075,Menteri Pertahanan,,2393,2008-03-08,2013-04-03
13,AHMAD ZAHID BIN HAMIDI,1953.0,male,bumiputera,BN - UMNO,Perak,Bagan Datuk,P075,Timbalan Perdana Menteri / Menteri Dalam Negeri,,2393,2013-05-05,2018-04-07
14,AHMAD ZAHID BIN HAMIDI,1953.0,male,bumiputera,BN - UMNO,Perak,BAGAN DATUK,P075,,,2393,2018-05-09,2022-10-10
15,AHMAD ZAHID BIN HAMIDI,1953.0,male,bumiputera,BN,Perak,Bagan Datuk,P075,Timbalan Perdana Menteri dan Menteri Kemajuan Desa dan Wilayah,Timbalan Ketua Majlis,2393,2022-11-19,
14,AKMAL NASRULLAH BIN MOHD NASIR,1986.0,male,bumiputera,PH - PKR,Johor,JOHOR BAHRU,P160,,,4289,2018-05-09,2022-10-10
15,AKMAL NASRULLAH BIN MOHD NASIR,1986.0,male,bumiputera,PH,Johor,Johor Bahru,P160,Timbalan Menteri Peralihan Tenaga dan Transformasi Air,,4289,2022-11-19,
12,ALEXANDER NANTA LINGGI,1958.0,male,bumiputera,BN - PBB,Sarawak,Kapit,P215,,,2903,2008-03-08,2013-04-03
13,ALEXANDER NANTA LINGGI,1958.0,male,bumiputera,BN - PBB,Sarawak,Kapit,P215,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,2903,2013-05-05,2018-04-07
14,ALEXANDER NANTA LINGGI,1958.0,male,bumiputera,GPS - PBB,Sarawak,KAPIT,P215,Menteri Perdagangan Dalam Negeri dan Hal Ehwal Pengguna,,2903,2018-05-09,2022-10-10
15,ALEXANDER NANTA LINGGI,1958.0,male,bumiputera,GPS,Sarawak,Kapit,P215,Menteri Kerja Raya,,2903,2022-11-19,
14,ALI ANAK BIJU,1968.0,male,bumiputera,PH - PKR > BERSATU,Sarawak,SARATOK,P205,Timbalan Menteri Tenaga dan Sumber Asli,,3958,2018-05-09,2022-10-10
15,ALI ANAK BIJU,1968.0,male,bumiputera,PN,Sarawak,Saratok,P205,,,3958,2022-11-19,
15,ALIAS BIN RAZAK,1959.0,male,bumiputera,PN,Terengganu,Kuala Nerus,P035,,,4549,2022-11-19,
13,ALICE LAU KIONG YIENG,1981.0,female,chinese,DAP,Sarawak,Lanang,P211,,,3967,2013-05-05,2018-04-07
14,ALICE LAU KIONG YIENG,1981.0,female,chinese,PH - DAP,Sarawak,LANANG,P211,,,3967,2018-05-09,2022-10-10
15,ALICE LAU KIONG YIENG,1981.0,female,chinese,PH,Sarawak,Lanang,P211,,Timbalan Yang di-Pertua Dewan Rakyat,3967,2022-11-19,
15,AMINOLHUDA BIN HASSAN,1959.0,male,bumiputera,PH,Johor,Sri Gading,P149,,,4986,2022-11-19,
15,AMINUDDIN BIN HARUN,1967.0,male,bumiputera,PH,Negeri Sembilan,Port Dickson,P132,,,4933,2022-11-19,
14,AMIRUDDIN BIN HAJI HAMZAH,1962.0,male,bumiputera,BERSATU > BEBAS > PEJUANG,Kedah,KUBANG PASU,P006,,,3992,2018-05-09,2022-10-10
15,AMIRUDIN BIN SHARI,1980.0,male,bumiputera,PH,Selangor,Gombak,P098,,,4785,2022-11-19,
12,AMRAN BIN AB GHANI,1974.0,male,bumiputera,PKR,Kelantan,Tanah Merah,P027,,,3327,2008-03-08,2013-04-03
15,ANDI MUHAMMAD SURYADY BIN BANDY,1981.0,male,bumiputera,BN,Sabah,Kalabakan,P191,,,5148,2022-11-19,
12,ANIFAH BIN HAJI AMAN,1954.0,male,bumiputera,BN - UMNO,Sabah,Kimanis,P176,Menteri Luar Negeri,,3558,2008-03-08,2013-04-03
13,ANIFAH BIN HAJI AMAN,1954.0,male,bumiputera,BN - UMNO,Sabah,Kimanis,P176,Menteri Luar Negeri,,3558,2013-05-05,2018-04-07
14,ANNUAR BIN HAJI MUSA,1956.0,male,bumiputera,BN - UMNO,Kelantan,KETEREH,P026,Menteri Komunikasi dan Multimedia,,3324,2018-05-09,2022-10-10
13,ANNUAR BIN MUSA,1956.0,male,bumiputera,BN - UMNO,Kelantan,Ketereh,P026,,,3324,2013-05-05,2018-04-07
13,ANUAR BIN ABD. MANAP,1977.0,male,bumiputera,BN - UMNO,Johor,Sekijang,P141,,,3849,2013-05-05,2018-04-07
12,ANWAR BIN IBRAHIM,1952.0,male,bumiputera,PKR,Pulau Pinang,Permatang pauh,P044,,,1426,2008-03-08,2013-04-03
13,ANWAR BIN IBRAHIM,1952.0,male,bumiputera,PKR,Pulau Pinang,Permatang Pauh,P044,,,1426,2013-05-05,2018-04-07
14,ANWAR BIN IBRAHIM,1947.0,male,bumiputera,PH - PKR,Negeri Sembilan,PORT DICKSON,P132,,,1426,2018-05-09,2022-10-10
15,ANWAR BIN IBRAHIM,1947.0,male,bumiputera,PH,Perak,Tambun,P063,Perdana Menteri dan Menteri Kewangan,Ketua Majlis,1426,2022-11-19,
13,ANYI NGAU,1958.0,male,bumiputera,BN - PDP,Sarawak,Baram,P220,,,3978,2013-05-05,2018-04-07
14,ANYI NGAU,1958.0,male,bumiputera,GPS - PDP,Sarawak,BARAM,P220,,,3978,2018-05-09,2022-10-10
15,ANYI NGAU,1958.0,male,bumiputera,GPS,Sarawak,Baram,P220,,,3978,2022-11-19,
15,ARMIZAN BIN MOHD ALI,1976.0,male,bumiputera,GRS,Sabah,Papar,P175,Menteri Perdagangan Dalam Negeri dan Kos Sara Hidup,,5081,2022-11-19,
14,ARTHUR JOSEPH KURUP,1983.0,male,bumiputera,BN - PBRS,Sabah,PENSIANGAN,P182,Timbalan Menteri Kerja Raya,,4340,2018-05-09,2022-10-10
15,ARTHUR JOSEPH KURUP,1982.0,male,bumiputera,BN,Sabah,Pensiangan,P182,Timbalan Menteri Pertanian dan Keterjaminan Makanan,,4340,2022-11-19,
14,AWANG BIN HASHIM,1964.0,male,bumiputera,PAS,Kedah,PENDANG,P011,Timbalan Menteri Sumber Manusia,,4003,2018-05-09,2022-10-10
15,AWANG BIN HASHIM,1964.0,male,bumiputera,PN,Kedah,Pendang,P011,,,4003,2022-11-19,
14,AWANG HUSAINI BIN SAHARI,1967.0,male,bumiputera,PH - PKR,Sabah,PUTATAN,P173,,,4317,2018-05-09,2022-10-10
13,AZALINA BINTI DATO' OTHMAN SAID,1964.0,female,bumiputera,BN - UMNO,Johor,Pengerang,P157,Menteri Di Jabatan Perdana Menteri,,3518,2013-05-05,2018-04-07
14,AZALINA BINTI OTHMAN SAID,1964.0,female,bumiputera,BN - UMNO,Johor,PENGERANG,P157,,,3518,2018-05-09,2022-10-10
15,AZALINA BINTI OTHMAN SAID,1964.0,female,bumiputera,BN,Johor,Pengerang,P157,Menteri di Jabatan Perdana Menteri (Undang-undang dan Reformasi Institusi),,3518,2022-11-19,
12,AZALINA DATO' OTHMAN SAID,1964.0,female,bumiputera,BN - UMNO,Johor,Pengerang,P157,,,3518,2008-03-08,2013-04-03
12,AZAN BIN ISMAIL,1961.0,male,bumiputera,PKR,Pahang,Indera Mahkota,P082,,,3409,2008-03-08,2013-04-03
14,AZHAR AZIZAN HARUN,1962.0,male,bumiputera,,,,,,Yang di-Pertua Dewan Rakyat,9999995,2018-05-09,2022-10-10
14,AZIZAH BINTI DATUK SERI PANGLIMA HAJI MOHD DUN,1955.0,female,bumiputera,BN - UMNO > BERSATU,Sabah,BEAUFORT,P177,,,3903,2018-05-09,2022-10-10
13,AZIZAH BINTI DATUK SERI PANGLIMA MOHD. DUN,1955.0,female,bumiputera,BN - UMNO,Sabah,Beaufort,P177,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,3903,2013-05-05,2018-04-07
15,AZLI BIN YUSOF,1967.0,male,bumiputera,PH,Selangor,Shah Alam,P108,,,4829,2022-11-19,
14,AZMAN BIN ISMAIL,1961.0,male,bumiputera,PH - PKR,Kedah,KUALA KEDAH,P010,,,3409,2018-05-09,2022-10-10
15,AZMAN BIN NASRUDIN,1972.0,male,bumiputera,PN,Kedah,Padang Serai,P017,,,4471,2022-11-19,
13,AZMAN ISMAIL,1961.0,male,bumiputera,PKR,Kedah,Kuala Kedah,P010,,,3409,2013-05-05,2018-04-07
12,AZMI BIN KHALID,1941.0,male,bumiputera,BN - UMNO,Perlis,Padang Besar,P001,,,2289,2008-03-08,2013-04-03
12,BAHARUM BIN HAJI MOHAMED,1957.0,male,bumiputera,BN - UMNO,Johor,Sekijang,P141,,,3492,2008-03-08,2013-04-03
15,BAKRI BIN JAMALUDDIN,1965.0,male,bumiputera,PN,Melaka,Tangga Batu,P136,,,4946,2022-11-19,
14,BARU BIAN,1958.0,male,bumiputera,PH - PKR > PSB,Sarawak,SELANGAU,P214,,,3981,2018-05-09,2022-10-10
12,BERNARD GILUK DOMPOK,1950.0,male,bumiputera,BN - UPKO,Sabah,Penampang,P174,"Menteri Perusahaan, Perladangan Dan Komoditi",,1898,2008-03-08,2013-04-03
12,BILLY ABIT JOO,1950.0,male,bumiputera,BN - PRS,Sarawak,Hulu Rajang,P216,,,2265,2008-03-08,2013-04-03
13,BUDIMAN BIN MOHD ZOHDI,1972.0,male,bumiputera,BN - UMNO,Selangor,Sungai Besar,P093,,,4161,2013-05-05,2018-04-07
12,BUNG MOKTAR BIN RADIN,1960.0,male,bumiputera,BN - UMNO,Sabah,Kinabatangan,P187,,,2861,2008-03-08,2013-04-03
13,BUNG MOKTAR BIN RADIN,1960.0,male,bumiputera,BN - UMNO,Sabah,Kinabatangan,P187,,,2861,2013-05-05,2018-04-07
14,BUNG MOKTAR BIN RADIN,1960.0,male,bumiputera,BN - UMNO,Sabah,KINABATANGAN,P187,,,2861,2018-05-09,2022-10-10
14,CHA KEE CHIN,1974.0,male,chinese,PH - DAP,Negeri Sembilan,RASAH,P130,,,4238,2018-05-09,2022-10-10
15,CHA KEE CHIN,1974.0,male,chinese,PH,Negeri Sembilan,Rasah,P130,,,4238,2022-11-19,
14,CHAN FOONG HIN,1979.0,male,chinese,PH - DAP,Sabah,KOTA KINABALU,P172,,,3587,2018-05-09,2022-10-10
15,CHAN FOONG HIN,1979.0,male,chinese,PH,Sabah,Kota Kinabalu,P172,Timbalan Menteri Perladangan dan Komoditi,,3587,2022-11-19,
14,CHAN MING KAI,1981.0,male,bumiputera,PH - PKR,Kedah,ALOR SETAR,P009,,,4000,2018-05-09,2022-10-10
14,CHANG LIH KANG,1980.0,male,chinese,PH - PKR,Perak,TANJONG MALIM,P077,,,4126,2018-05-09,2022-10-10
15,CHANG LIH KANG,1980.0,male,chinese,PH,Perak,Tanjong Malim,P077,"Menteri Sains, Teknologi dan Inovasi",,4126,2022-11-19,
12,CHARLES ANTHONY A/L R. SANTIAGO,1961.0,male,indian,DAP,Selangor,Klang,P110,,,3447,2008-03-08,2013-04-03
13,CHARLES ANTHONY SANTIAGO,1961.0,male,indian,DAP,Selangor,Klang,P110,,,3447,2013-05-05,2018-04-07
14,CHARLES ANTHONY SANTIAGO,1961.0,male,indian,PH - DAP,Selangor,KLANG,P110,,,3447,2018-05-09,2022-10-10
14,CHE ABDULLAH BIN MAT NAWI,1961.0,male,bumiputera,PAS,Kelantan,TUMPAT,P019,,,4022,2018-05-09,2022-10-10
15,CHE ALIAS BIN HAMID,,male,bumiputera,PAS,Terengganu,,,,,4059,2022-11-19,
14,CHE ALIAS BIN HAMID,1967.0,male,bumiputera,PAS,Terengganu,KEMAMAN,P040,,,4059,2018-05-09,2022-10-10
15,CHE ALIAS BIN HAMID,1967.0,male,bumiputera,PAS,Terengganu,Kemaman,P040,,,4059,2022-11-19,
13,CHE MOHAMAD ZULKIFLY BIN JUSOH,1960.0,male,bumiputera,BN - UMNO,Terengganu,Setiu,P034,,,3678,2013-05-05,2018-04-07
15,CHE MOHAMAD ZULKIFLY BIN JUSOH,1959.0,male,bumiputera,PN,Terengganu,Besut,P033,,,3678,2022-11-19,
12,CHE ROSLI BIN CHE MAT,1952.0,male,bumiputera,PAS,Selangor,Hulu Langat,P101,,,3433,2008-03-08,2013-04-03
13,CHE ROSLI BIN CHE MAT,1952.0,male,bumiputera,PAS,Selangor,Hulu Langat,P101,,,3433,2013-05-05,2018-04-07
12,CHE UDA BIN CHE NIK,1949.0,male,bumiputera,PAS,Kedah,Sik,P013,,,3300,2008-03-08,2013-04-03
15,CHIEW CHOON MAN,1991.0,male,chinese,PH,Sarawak,Miri,P219,,,5212,2022-11-19,
12,CHONG CHIENG JEN,1971.0,male,chinese,DAP,Sarawak,Bandar Kuching,P195,,,2874,2008-03-08,2013-04-03
13,CHONG CHIENG JEN,1971.0,male,chinese,DAP,Sarawak,Bandar Kuching,P195,,,2874,2013-05-05,2018-04-07
14,CHONG CHIENG JEN,1971.0,male,chinese,PH - DAP,Sarawak,STAMPIN,P196,,,2874,2018-05-09,2022-10-10
15,CHONG CHIENG JEN,1971.0,male,chinese,PH,Sarawak,Stampin,P196,,,2874,2022-11-19,
12,CHONG ENG,1958.0,female,chinese,DAP,Pulau Pinang,Bukit Mertajam,P045,,,2661,2008-03-08,2013-04-03
15,CHONG ZHEMIN,1985.0,male,chinese,PH,Perak,Kampar,P070,,,4674,2022-11-19,
12,CHOR CHEE HEUNG,1955.0,male,chinese,BN - MCA,Kedah,Alor Setar,P009,Menteri Perumahan Dan Kerajaan Tempatan,,1981,2008-03-08,2013-04-03
12,CHOW KON YEOW,1958.0,male,chinese,DAP,Pulau Pinang,Tanjong,P049,,,2665,2008-03-08,2013-04-03
