vol,kod_kawasan,negeri,kawasan,uid,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar
15.0,P201,Sarawak,Batang Lupar,5171.0,YB Tuan Mohamad Shafizan Haji,Kepli,1985.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P201.jpg
15.0,P202,Sarawak,Sri Aman,5173.0,YB Dato' Sri,Doris Sophia anak Brodi,1960.0,female,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P202 Doris.jpg
15.0,P203,Sarawak,Lubok Antu,5179.0,YB Tuan,Roy Angau anak Gingkoi,1979.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P203.jpg
15.0,P204,Sarawak,Betong,5183.0,YB Dr.,Richard Rapu @ Aman anak Begri,1964.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P204.jpg
15.0,P206,Sarawak,Tanjong Manis,5187.0,YB Tuan Ir. Haji,Yusuf bin Abd Wahab,1964.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P206.jpg
15.0,P207,Sarawak,Igan,4388.0,YB Tuan Haji,Ahmad Johnie bin Zawawi,1962.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P207.jpg
15.0,P214,Sarawak,Selangau,5203.0,YB Tuan,Edwin anak Banta,1965.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P214.jpg
15.0,P220,Sarawak,Baram,3978.0,YB Dato,Anyi Ngau,1958.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P220.jpg
15.0,P222,Sarawak,Lawas,2912.0,YB Dato,Henry Sum Agong,1946.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P222.jpg
15.0,P178,Sabah,Sipitang,5093.0,YB Datuk,Matbali bin Musah,1969.0,male,bumiputera,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P178.jpg
15.0,P179,Sabah,Ranau,5097.0,YB Datuk,Jonathan bin Yasin,1967.0,male,bumiputera,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P179.png
15.0,P180,Sabah,Keningau,5103.0,YB Datuk Seri Panglima Dr.,Jeffrey G. Kitingan,1947.0,male,bumiputera,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P180.png
15.0,P190,Sabah,Tawau,5146.0,YB Tuan,Lo Su Fui,1981.0,male,chinese,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P190.jpg
15.0,P169,Sabah,Kota Belud,3882.0,YB Puan,Isnaraissah Munirah bt Majilis@Fakharudy,1982.0,female,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P169.png
15.0,P189,Sabah,Semporna,3585.0,YB Datuk Seri Panglima Haji,Mohd Shafie bin Apdal,1957.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P189.png
15.0,P168,Sabah,Kota Marudu,5052.0,YB Datuk,Wetrom bin Bahanda,1970.0,male,bumiputera,KDM,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P168.jpg
15.0,P209,Sarawak,Julau,3956.0,YB Datuk,Larry Soon @ Larry Sng Wei Shien,1979.0,male,chinese,PBM,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P209.jpg
15.0,P030,Kelantan,Jeli,4532.0,YB Tuan,Zahari bin Kechik,1960.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P030.jpg
15.0,P032,Kelantan,Gua Musang,4539.0,YB Tuan,Mohd Azizi bin Abu Naim,1972.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P032.jpg
15.0,P059,Perak,Bukit Gantang,4635.0,YB Dato',Syed Abu Hussin bin Hafiz Syed Abdul Fasal,1960.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P059.jpg
15.0,P067,Perak,Kuala Kangsar,4663.0,YB Datuk,Iskandar Dzulkarnain bin Abdul Khalid,1976.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P067.jpg
15.0,P095,Selangor,Tanjong Karang,4773.0,YB Dato' Dr.,Zulkafperi bin Hanapi,1959.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P095.jpg
15.0,P166,Labuan,Labuan,5038.0,YB Dato' Indera Dr.,Suhaili bin Abdul Rahman,1961.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P166.jpg
15.0,P001,Perlis,Padang Besar,4409.0,YB Tuan,Rushdan bin Rusmi,1978.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P001.jpg
15.0,P002,Perlis,Kangar,4413.0,YB Tuan,Zakri bin Hassan,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P002.jpg
15.0,P003,Perlis,Arau,1665.0,YB Dato' Seri Dr.,Shahidan bin Kassim,1951.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P003.jpg
15.0,P004,Kedah,Langkawi,4420.0,YB Dato' Haji,Mohd Suhaimi bin Haji Abdullah,1976.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P004.jpg
15.0,P005,Kedah,Jerlun,4423.0,YB Dr. Haji,Abd Ghani bin Ahmad,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P005.jpg
15.0,P006,Kedah,Kubang Pasu,4425.0,YB Dato' Wira Dr.,Ku Abd Rahman bin Ku Ismail,1952.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P006.jpg
15.0,P007,Kedah,Padang Terap,4432.0,YB Tuan,Nurul Amin bin Hamid,1983.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P007.jpg
15.0,P008,Kedah,Pokok Sena,4434.0,YB Dato' Haji,Ahmad bin Saad @ Yahaya,1975.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P008.jpg
15.0,P009,Kedah,Alor Setar,4438.0,YB Tuan,Afnan Hamimi bin Dato' Haji Taib Azamudden,1981.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P009.jpg
15.0,P010,Kedah,Kuala Kedah,4447.0,YB Dr.,Ahmad Fakhruddin bin Fakhrurazi,1971.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P010.jpg
15.0,P011,Kedah,Pendang,4449.0,YB Datuk Haji,Awang bin Hashim,1964.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P011.jpg
15.0,P012,Kedah,Jerai,4455.0,YB Tuan,Sabri bin Azit,1966.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P012.jpg
15.0,P013,Kedah,Sik,4459.0,YB Tuan,Ahmad Tarmizi bin Sulaiman,1976.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P013.jpg
15.0,P014,Kedah,Merbok,4461.0,YB Tuan,Mohd Nazri bin Abu Hassan,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P014.jpg
15.0,P016,Kedah,Baling,4470.0,YB Tuan,Hassan bin Saad,1957.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P016.jpg
15.0,P017,Kedah,Padang Serai,4471.0,YB Dato',Azman bin Nasrudin,1972.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P017.jpg
15.0,P018,Kedah,Kulim Bandar Baharu,4478.0,YB Tuan,Roslan bin Hashim,1967.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P018.jpg
15.0,P019,Kelantan,Tumpat,4482.0,YB Dato' Hajjah,Mumtaz binti Md Nawi,1972.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P019.jpg
15.0,P020,Kelantan,Pengkalan Chepa,4489.0,YB Datuk Dr.,Ahmad Marzuk bin Shaary,1976.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P020.png
15.0,P021,Kelantan,Kota Bharu,4491.0,YB Datuk Seri,Takiyuddin bin Hassan,1961.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P021.png
15.0,P022,Kelantan,Pasir Mas,4498.0,YB Tuan Haji,Ahmad Fadhli bin Shaari,1980.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P022.jpg
15.0,P023,Kelantan,Rantau Panjang,3318.0,YB Dato',Siti Zailah binti Mohd Yusoff,1963.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P023.jpg
15.0,P024,Kelantan,Kubang Kerian,4508.0,YB Dato' Sri Tuan,Ibharim bin Tuan Man,1960.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P024.png
15.0,P025,Kelantan,Bachok,4509.0,YB Tuan Haji,Mohd Syahir bin Che Sulaiman,1983.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P025.jpg
15.0,P026,Kelantan,Ketereh,4516.0,YB Dato',Khlir bin Mohd Nor,1958.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P026.jpg
15.0,P027,Kelantan,Tanah Merah,4522.0,YB Dato' Sri,Ikmal Hisham bin Abdul Aziz,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P027.png
15.0,P028,Kelantan,Pasir Puteh,4526.0,YB Datuk Dr.,Nik Muhammad Zawawi bin Salleh,1967.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P028.jpg
15.0,P029,Kelantan,Machang,4529.0,YB Tuan,Wan Ahmad Fayhsal bin Wan Ahmad Kamal,1987.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P029.jpg
15.0,P031,Kelantan,Kuala Krai,4535.0,YB Tuan Haji,Abdul Latiff bin Abdul Rahman,1971.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P031.jpg
15.0,P033,Terengganu,Besut,4542.0,YB Datuk,Che Mohamad Zulkifly bin Jusoh,1959.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P033.jpg
15.0,P034,Terengganu,Setiu,4547.0,YB Tuan,Shaharizukirnain bin Abd Kadir,1969.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P034.jpg
15.0,P035,Terengganu,Kuala Nerus,4549.0,YB Dato' Dr. Hj.,Alias bin Razak,1959.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P035.jpg
15.0,P036,Terengganu,Kuala Terengganu,4556.0,YB Datuk,Ahmad Amzad bin Mohamed @ Hashim,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P036.jpg
15.0,P037,Terengganu,Marang,1712.0,YB Tan Sri Dato' Seri Haji,Abdul Hadi bin Awang,1947.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P037.png
15.0,P038,Terengganu,Hulu Terengganu,4560.0,YB Dato',Rosol bin Wahid,1964.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P038.png
15.0,P039,Terengganu,Dungun,4566.0,YB Tuan Haji,Wan Hassan bin Mohd Ramli,1957.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P039.jpg
15.0,P040,Terengganu,Kemaman,4568.0,YAB Dato' Seri Ir. Dr.,Ahmad Samsuri bin Mokhtar,1971.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2023/YB Samsuri.png
15.0,P041,Pulau Pinang,Kepala Batas,4572.0,YB Dr.,Siti Mastura binti Muhammad,1989.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P041.jpg
15.0,P042,Pulau Pinang,Tasek Gelugor,4579.0,YB Datuk,Wan Saifulruddin bin Wan Jan,1975.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P042.jpg
15.0,P044,Pulau Pinang,Permatang Pauh,4584.0,YB Tuan Haji,Muhammad Fawwaz bin Mohamad Jan,1983.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P044.jpg
15.0,P054,Perak,Gerik,4620.0,YB Tuan,Fathul Huzir bin Ayob,1983.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P054.jpg
15.0,P056,Perak,Larut,4626.0,YB Dato' Seri,Hamzah bin Zainudin,1957.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P056.png
15.0,P057,Perak,Parit Buntar,4630.0,YB Tuan Haji,Mohd Misbahul Munir bin Masduki,1963.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P057.jpg
15.0,P058,Perak,Bagan Serai,4631.0,YB Datuk,Idris bin Ahmad,1963.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P058.jpg
15.0,P061,Perak,Padang Rengas,4643.0,,YB Kapten Azahari bin Hasan,1974.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P061.jpg
15.0,P069,Perak,Parit,4669.0,YB Tuan Haji,Muhammad Ismi bin Mat Taib,1974.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P069.jpg
15.0,P073,Perak,Pasir Salak,4688.0,YB Tuan Haji,Jamaludin bin Yahya,1971.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P073.jpg
15.0,P074,Perak,Lumut,4691.0,YB Komander,Nordin bin Ahmad Ismail TLDM(Bersara),1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P074.jpeg
15.0,P081,Pahang,Jerantut,4719.0,YB Ir. Ts. Hj.,Khairil Nizam bin Khirudin,1979.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P081.jpg
15.0,P082,Pahang,Indera Mahkota,4721.0,YB Dato' Sri,Saifuddin bin Abdullah,1961.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P082.png
15.0,P083,Pahang,Kuantan,4725.0,YB Tuan,Wan Razali bin Wan Nor,1981.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P083.jpg
15.0,P086,Pahang,Maran,4738.0,YB Dato' Sri Dr. Haji,Ismail bin Abd. Muttalib,1954.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P086.jpg
15.0,P087,Pahang,Kuala Krau,4741.0,YB Tuan,Kamal bin Ashaari,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P087.jpg
15.0,P088,Pahang,Temerloh,4745.0,YB Puan Hajah,Salamiah binti Mohd Nor,1964.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P088.jpg
15.0,P091,Pahang,Rompin,4756.0,YB Dato',Abdul Khalib bin Abdullah,1959.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P091.jpg
15.0,P092,Selangor,Sabak Bernam,4759.0,YB Tuan,Kalam bin Salan,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P092.jpg
15.0,P093,Selangor,Sungai Besar,4763.0,YB Datuk,Muslimin bin Yahaya,1967.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P093.png
15.0,P094,Selangor,Hulu Selangor,4770.0,YB Tuan Haji,Mohd Hasnizan bin Harun,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P094.jpg
15.0,P109,Selangor,Kapar,4836.0,YB Dr. Hajah,Halimah Ali,1960.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P109.jpg
15.0,P112,Selangor,Kuala Langat,4856.0,YB Dato' Dr.,Ahmad Yunus bin Hairi,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P112.jpg
15.0,P125,Putrajaya,Putrajaya,4907.0,YB Datuk Dr.,Radzi Jidin,1977.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P125.png
15.0,P134,Melaka,Masjid Tanah,3840.0,YB Datuk Wira,Mas Ermieyati binti Samsudin,1976.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P134.png
15.0,P136,Melaka,Tangga Batu,4946.0,YB Tuan Haji,Bakri bin Jamaluddin,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P136.jpg
15.0,P139,Melaka,Jasin,4959.0,YB Tuan,Zulkifli bin Ismail,1966.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P139.jpg
15.0,P143,Johor,Pagoh,2797.0,YB Tan Sri Dato' Haji,Mahiaddin bin Md Yasin,1947.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P143.png
15.0,P154,Johor,Mersing,5004.0,YB Tuan Haji,Muhammad Islahuddin bin Abas,1988.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P154.jpg
15.0,P183,Sabah,Beluran,2857.0,YB Datuk Seri Dr.,Ronald Kiandee,1961.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P183.png
15.0,P205,Sarawak,Saratok,5185.0,YB Datuk,Ali anak Biju,1968.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P205.png
15.0,P146,Johor,Muar,4266.0,YB Tuan,Syed Saddiq bin Syed Abdul Rahman,1993.0,male,bumiputera,MUDA,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P146.png
15.0,P167,Sabah,Kudat,5046.0,YB Dato',Verdon bin Bahanda,1973.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P167.jpg
15.0,P181,Sabah,Tenom,5106.0,YB Tuan,Riduan bin Rubin,1987.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P181.jpg
