author_id,vol,author,birth_year,sex,ethnicity,party,negeri,area,kod_kawasan,exec_posts,service_posts,start_date,end_date
375,14,MAHATHIR BIN MOHAMAD,1926,male,bumiputera,BERSATU,Kedah,LANGKAWI,P004,,,2018-05-09,2020-05-28
375,14,MAHATHIR BIN MOHAMAD,1926,male,bumiputera,BEBAS,Kedah,LANGKAWI,P004,,,2020-05-28,2020-08-12
375,14,MAHATHIR BIN MOHAMAD,1926,male,bumiputera,PEJUANG,Kedah,LANGKAWI,P004,,,2020-08-12,2022-10-10
698,12,LIM KIT SIANG,1941,male,chinese,DAP,Perak,Ipoh Timur,P064,,,2008-03-08,2013-04-03
698,13,LIM KIT SIANG,1941,male,chinese,DAP,Johor,Gelang Patah,P162,,,2013-05-05,2018-04-07
698,14,LIM KIT SIANG,1941,male,chinese,PH - DAP,Johor,ISKANDAR PUTERI,P162,,,2018-05-09,2022-10-10
848,12,KARPAL SINGH A/L RAM SINGH,1941,male,other,DAP,Pulau Pinang,Bukit Gelugor,P051,,,2008-03-08,2013-04-03
848,13,KARPAL SINGH A/L RAM SINGH,1941,male,other,DAP,Pulau Pinang,Bukit Gelugor,P051,,,2013-05-05,2014-04-17
872,12,TENGKU RAZALEIGH BIN TENGKU HAMZAH,1937,male,bumiputera,BN - UMNO,Kelantan,Gua Musang,P032,,,2008-03-08,2013-04-03
872,13,TENGKU RAZALEIGH BIN TENGKU HAMZAH,1937,male,bumiputera,BN - UMNO,Kelantan,Gua Musang,P032,,,2013-05-05,2018-04-07
872,14,TENGKU RAZALEIGH BIN TENGKU HAMZAH,1937,male,bumiputera,BN - UMNO,Kelantan,GUA MUSANG,P032,,,2018-05-09,2022-10-10
985,12,S. SUBRAMANIAM,1953,male,indian,BN - MIC,Johor,Segamat,P140,Menteri Sumber Manusia,,2008-03-08,2013-04-03
985,13,S. SUBRAMANIAM,1953,male,indian,BN - MIC,Johor,Segamat,P140,Menteri Kesihatan,,2013-05-05,2018-04-07
991,12,RAIS BIN YATIM,1943,male,bumiputera,BN - UMNO,Negeri Sembilan,Jelebu,P126,"Menteri Penerangan, Komunikasi dan Kebudayaan",,2008-03-08,2013-04-03
991,14,RAIS BIN YATIM,1943,male,bumiputera,BERSATU,,,,,Yang di-Pertua Dewan Negara,2018-05-09,2022-10-10
991,14,RAIS BIN YATIM,1943,male,bumiputera,BERSATU,,,,,Yang di-Pertua Dewan Negara,2020-06-16,2023-06-15
1216,12,MOHD. NAJIB BIN TUN HAJI ABDUL RAZAK,1954,male,bumiputera,BN - UMNO,Pahang,Pekan,P085,"Perdana Menteri, Menteri Kewangan, dan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,2008-03-08,2013-04-03
1216,13,MOHD. NAJIB BIN TUN HAJI ABDUL RAZAK,1954,male,bumiputera,BN - UMNO,Pahang,Pekan,P085,Perdana Menteri Malaysia/Menteri Kewangan,,2013-05-05,2018-04-07
1216,14,MOHD. NAJIB BIN TUN HAJI ABDUL RAZAK,1954,male,bumiputera,BN - UMNO,Pahang,PEKAN,P085,,,2018-05-09,2022-08-23
1228,12,RAFIDAH BINTI ABD. AZIZ,1944,female,bumiputera,BN - UMNO,Perak,Kuala Kangsar,P067,,,2008-03-08,2013-04-03
1238,12,TAN SENG GIAW,1943,male,chinese,DAP,WP Kuala Lumpur,Kepong,P114,,,2008-03-08,2013-04-03
1238,13,TAN SENG GIAW,1943,male,chinese,DAP,WP Kuala Lumpur,Kepong,P114,,,2013-05-05,2018-04-07
1426,12,ANWAR BIN IBRAHIM,1947,male,bumiputera,PKR,Pulau Pinang,Permatang pauh,P044,,,2008-08-26,2013-04-03
1426,13,ANWAR BIN IBRAHIM,1947,male,bumiputera,PKR,Pulau Pinang,Permatang Pauh,P044,,,2013-05-05,2015-03-16
1426,14,ANWAR BIN IBRAHIM,1947,male,bumiputera,PH - PKR,Negeri Sembilan,PORT DICKSON,P132,,,2018-10-13,2022-10-10
1426,15,ANWAR BIN IBRAHIM,1947,male,bumiputera,PH,Perak,Tambun,P063,Perdana Menteri dan Menteri Kewangan,Ketua Majlis,2022-11-19,
1444,12,ZAINAL ABIDIN BIN AHMAD,1939,male,bumiputera,PKR,Selangor,Hulu Selangor,P094,,,2008-03-08,2010-03-25
1613,12,ISMAIL BIN HAJI MOHAMED SAID,1966,male,bumiputera,BN - UMNO,Pahang,Kuala Krau,P087,,,2008-03-08,2013-04-03
1613,13,ISMAIL BIN HAJI MOHAMED SAID,1966,male,bumiputera,BN - UMNO,Pahang,Kuala Krau,P087,,,2013-05-05,2018-04-07
1613,14,ISMAIL BIN HAJI MOHAMED SAID,1966,male,bumiputera,BN - UMNO,Pahang,KUALA KRAU,P087,Timbalan Menteri Dalam Negeri I,,2018-05-09,2022-10-10
1644,12,MUHAMMAD LEO MICHAEL TOYAD ABDULLAH,1950,male,bumiputera,BN - PBB,Sarawak,Mukah,P213,,,2008-03-08,2013-04-03
1644,13,MUHAMMAD LEO MICHAEL TOYAD ABDULLAH,1950,male,bumiputera,BN - PBB,Sarawak,Mukah,P213,,,2013-05-05,2018-04-07
1663,12,MOHD RADZI BIN TAN SRI SHEIKH AHMAD,1942,male,bumiputera,BN - UMNO,Perlis,Kangar,P002,,,2008-03-08,2013-04-03
1663,14,MOHD RADZI BIN TAN SRI SHEIKH AHMAD,1942,male,bumiputera,BERSATU,,,,,Ahli Dewan Negara,2020-06-16,2023-06-15
1665,13,SHAHIDAN BIN KASSIM,1951,male,bumiputera,BN - UMNO,Perlis,Arau,P003,Menteri Di Jabatan Perdana Menteri,,2013-05-05,2018-04-07
1665,14,SHAHIDAN BIN KASSIM,1951,male,bumiputera,BN - UMNO,Perlis,ARAU,P003,Menteri Wilayah Persekutuan,,2018-05-09,2022-10-10
1665,15,SHAHIDAN BIN KASSIM,1951,male,bumiputera,PN,Perlis,Arau,P003,,,2022-11-19,
1676,13,OTHMAN BIN ABDUL,1951,male,bumiputera,BN - UMNO,Kedah,Pendang,P011,,,2013-05-05,2018-04-07
1692,12,IBRAHIM ALI,1951,male,bumiputera,BEBAS,Kelantan,Pasir Mas,P022,,,2008-03-08,2013-04-03
1712,12,ABDUL HADI BIN HAJI AWANG,1947,male,bumiputera,PAS,Terengganu,Marang,P037,,,2008-03-08,2013-04-03
1712,13,ABDUL HADI BIN HAJI AWANG,1947,male,bumiputera,PAS,Terengganu,Marang,P037,,,2013-05-05,2018-04-07
1712,14,ABDUL HADI BIN HAJI AWANG,1947,male,bumiputera,PAS,Terengganu,MARANG,P037,,,2018-05-09,2022-10-10
1712,15,ABDUL HADI BIN HAJI AWANG,1947,male,bumiputera,PN,Terengganu,Marang,P037,,,2022-11-19,
1804,12,WEE CHOO KEONG,1953,male,chinese,PKR,WP Kuala Lumpur,Wangsa Maju,P116,,,2008-03-08,2010-05-14
1804,12,WEE CHOO KEONG,1953,male,chinese,BEBAS,WP Kuala Lumpur,Wangsa Maju,P116,,,2010-05-14,2013-04-03
1825,12,TAN KOK WAI,1957,male,chinese,DAP,WP Kuala Lumpur,Cheras,P123,,,2008-03-08,2013-04-03
1825,13,TAN KOK WAI,1957,male,chinese,DAP,WP Kuala Lumpur,Cheras,P123,,,2013-05-05,2018-04-07
1825,14,TAN KOK WAI,1957,male,chinese,PH - DAP,Kuala Lumpur,CHERAS,P123,,,2018-05-09,2022-10-10
1825,15,TAN KOK WAI,1957,male,chinese,PH,Kuala Lumpur,Cheras,P123,,,2022-11-19,
1839,12,LIM GUAN ENG,1961,male,chinese,DAP,Pulau Pinang,Bagan,P043,,,2008-03-08,2013-04-03
1839,13,LIM GUAN ENG,1961,male,chinese,DAP,Pulau Pinang,Bagan,P043,,,2013-05-05,2018-04-07
1839,14,LIM GUAN ENG,1961,male,chinese,PH - DAP,Pulau Pinang,BAGAN,P043,,,2018-05-09,2022-10-10
1839,15,LIM GUAN ENG,1961,male,chinese,PH,Pulau Pinang,Bagan,P043,,,2022-11-19,
1860,14,HASSAN BIN ABDUL KARIM,1951,male,bumiputera,PH - PKR,Johor,PASIR GUDANG,P159,,,2018-05-09,2022-10-10
1860,15,HASSAN BIN ABDUL KARIM,1951,male,bumiputera,PH,Johor,Pasir Gudang,P159,,,2022-11-19,
1895,12,JOSEPH PAIRIN KITINGAN,1941,male,bumiputera,BN - PBS,Sabah,Keningau,P180,,,2008-03-08,2013-04-03
1895,13,JOSEPH PAIRIN KITINGAN,1941,male,bumiputera,BN - PBS,Sabah,Keningau,P180,,,2013-05-05,2018-04-07
1898,12,BERNARD GILUK DOMPOK,1950,male,bumiputera,BN - UPKO,Sabah,Penampang,P174,"Menteri Perusahaan, Perladangan Dan Komoditi",,2008-03-08,2013-04-03
1958,15,UGAK ANAK KUMBONG,1962,male,bumiputera,GPS,Sarawak,Hulu Rajang,P216,Timbalan Menteri Digital,,2022-11-19,
1965,12,WONG HO LENG,1960,male,chinese,DAP,Sarawak,Sibu,P212,,,2010-05-16,2013-04-03
1981,12,CHOR CHEE HEUNG,1955,male,chinese,BN - MCA,Kedah,Alor Setar,P009,Menteri Perumahan Dan Kerajaan Tempatan,,2008-03-08,2013-04-03
2081,12,NGEH KOO HAM,1961,male,chinese,DAP,Perak,Beruas,P068,,,2008-03-08,2013-04-03
2081,13,NGEH KOO HAM,1961,male,chinese,DAP,Perak,Beruas,P068,,,2013-05-05,2018-04-07
2081,14,NGEH KOO HAM,1961,male,chinese,PH - DAP,Perak,BERUAS,P068,,,2018-05-09,2022-10-10
2081,15,NGEH KOO HAM,1961,male,chinese,PH,Perak,Beruas,P068,,,2022-11-19,
2113,13,PALANIVEL A/L K. GOVINDASAMY,1949,male,indian,BN - MIC,Pahang,Cameron Highlands,P078,,,2013-05-05,2015-06-25
2113,13,PALANIVEL A/L K. GOVINDASAMY,1949,male,indian,BEBAS,Pahang,Cameron Highlands,P078,,,2015-06-25,2018-04-07
2119,12,ONG TEE KEAT,1956,male,chinese,BN - MCA,Selangor,Pandan,P100,,,2008-03-08,2013-04-03
2128,12,FONG KUI LUN,1946,male,chinese,DAP,WP Kuala Lumpur,Bukit Bintang,P120,,,2008-03-08,2013-04-03
2128,13,FONG KUI LUN,1946,male,chinese,DAP,WP Kuala Lumpur,Bukit Bintang,P120,,,2013-05-05,2018-04-07
2128,14,FONG KUI LUN,1946,male,chinese,PH - DAP,Kuala Lumpur,BUKIT BINTANG,P120,,,2018-05-09,2022-10-10
2128,15,FONG KUI LUN,1946,male,chinese,PH,Kuala Lumpur,Bukit Bintang,P120,,,2022-11-19,
2187,12,MOHAMED KHALED BIN HAJI NORDIN,1958,male,bumiputera,BN - UMNO,Johor,Pasir Gudang,P159,Menteri Pengajian Tinggi,,2008-03-08,2013-04-03
2187,15,MOHAMED KHALED BIN HAJI NORDIN,1958,male,bumiputera,BN,Johor,Kota Tinggi,P156,Menteri Pertahanan,,2022-11-19,
2190,12,ONG KA TING,1957,male,chinese,BN - MCA,Johor,Kulai,P163,,,2008-03-08,2013-04-03
2224,14,MOHAMADDIN BIN KETAPI,1958,male,bumiputera,WARISAN,Sabah,LAHAD DATU,P188,,,2018-05-09,2020-02-24
2224,14,MOHAMADDIN BIN KETAPI,1958,male,bumiputera,BERSATU,Sabah,LAHAD DATU,P188,,,2020-02-24,2022-06-28
2224,14,MOHAMADDIN BIN KETAPI,1958,male,bumiputera,BEBAS,Sabah,LAHAD DATU,P188,,,2022-06-28,2022-08-28
2224,14,MOHAMADDIN BIN KETAPI,1958,male,bumiputera,PBM,Sabah,LAHAD DATU,P188,,,2022-08-28,2022-10-10
2230,12,ROHANI BINTI HAJI ABDUL KARIM,1955,female,bumiputera,BN - PBB,Sarawak,Batang Lupar,P201,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi Dan Kepenggunaan",,2008-03-08,2013-04-03
2230,13,ROHANI BINTI HAJI ABDUL KARIM,1955,female,bumiputera,BN - PBB,Sarawak,Batang Lupar,P201,"Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,2013-05-05,2018-04-07
2230,14,ROHANI BINTI HAJI ABDUL KARIM,1955,female,bumiputera,GPS - PBB,Sarawak,BATANG LUPAR,P201,,,2018-05-09,2022-10-10
2232,12,YONG KHOON HIAN @ YONG KHOON SENG,1942,male,chinese,BN - SUPP,Sarawak,Stampin,P196,Timbalan Menteri Kerja Raya,,2008-03-08,2013-04-03
2236,12,RICHARD RIOT ANAK JAEM,1951,male,bumiputera,BN - SUPP,Sarawak,Serian,P199,Timbalan Menteri Luar Negeri,,2008-03-08,2013-04-03
2236,13,RICHARD RIOT ANAK JAEM,1951,male,bumiputera,BN - SUPP,Sarawak,Serian,P199,Menteri Sumber Manusia,,2013-05-05,2018-04-07
2236,14,RICHARD RIOT ANAK JAEM,1951,male,bumiputera,GPS - SUPP,Sarawak,SERIAN,P199,,,2018-05-09,2022-10-10
2236,15,RICHARD RIOT ANAK JAEM,1951,male,bumiputera,GPS,Sarawak,Serian,P199,,,2022-11-19,
2242,12,WAN JUNAIDI BIN TUANKU JAAFAR,1946,male,bumiputera,BN - PBB,Sarawak,Santubong,P193,,Timbalan Yang di-Pertua Dewan Rakyat,2008-03-08,2013-04-03
2242,13,WAN JUNAIDI BIN TUANKU JAAFAR,1946,male,bumiputera,BN - PBB,Sarawak,Santubong,P193,Menteri Sumber Asli dan Alam Sekitar,,2013-05-05,2018-04-07
2242,14,WAN JUNAIDI BIN TUANKU JAAFAR,1946,male,bumiputera,GPS - PBB,Sarawak,SANTUBONG,P193,Menteri di Jabatan Perdana Menteri (Parlimen dan Undang-Undang),,2018-05-09,2022-10-10
2254,13,WILLIAM MAWAN IKOM,1950,male,bumiputera,BN,Sarawak,Saratok,P205,,,2013-05-05,2018-04-07
2258,12,ROBERT LAU HOI CHEW,1942,male,chinese,BN - SUPP,Sarawak,Sibu,P212,,,2008-03-08,2010-04-09
2265,12,BILLY ABIT JOO,1950,male,bumiputera,BN - PRS,Sarawak,Hulu Rajang,P216,,,2008-03-08,2013-04-03
2273,12,PETER CHIN FAH KUI,1946,male,bumiputera,BN - SUPP,Sarawak,Miri,P219,"Menteri Tenaga, Teknologi Hijau Dan Air",,2008-03-08,2013-04-03
2289,12,AZMI BIN KHALID,1941,male,bumiputera,BN - UMNO,Perlis,Padang Besar,P001,,,2008-03-08,2013-04-03
2333,12,MUSTAPA BIN MOHAMED,1951,male,bumiputera,BN - UMNO,Kelantan,Jeli,P030,Menteri Perdagangan Antarabangsa Dan Industri,,2008-03-08,2013-04-03
2333,13,MUSTAPA BIN MOHAMED,1951,male,bumiputera,BN - UMNO,Kelantan,Jeli,P030,Menteri Perdagangan Antarabangsa dan Industri,,2013-05-05,2018-04-07
2333,14,MUSTAPA BIN MOHAMED,1951,male,bumiputera,BN - UMNO,Kelantan,JELI,P030,Menteri di Jabatan Perdana Menteri (Ekonomi),,2018-05-09,2018-09-18
2333,14,MUSTAPA BIN MOHAMED,1951,male,bumiputera,BEBAS,Kelantan,JELI,P030,Menteri di Jabatan Perdana Menteri (Ekonomi),,2018-09-18,2018-10-26
2333,14,MUSTAPA BIN MOHAMED,1951,male,bumiputera,BERSATU,Kelantan,JELI,P030,Menteri di Jabatan Perdana Menteri (Ekonomi),,2018-10-26,2022-10-10
2368,12,MOHAMED NAZRI BIN TAN SRI ABDUL AZIZ,1954,male,bumiputera,BN - UMNO,Perak,Padang Rengas,P061,Menteri di Jabatan Perdana Menteri,,2008-03-08,2013-04-03
2368,13,MOHAMED NAZRI BIN TAN SRI ABDUL AZIZ,1954,male,bumiputera,BN - UMNO,Perak,Padang Rengas,P061,Menteri Pelancongan Dan Kebudayaan,,2013-05-05,2018-04-07
2368,14,MOHAMED NAZRI BIN TAN SRI ABDUL AZIZ,1954,male,bumiputera,BN - UMNO,Perak,PADANG RENGAS,P061,,,2018-05-09,2022-10-10
2393,12,AHMAD ZAHID BIN HAMIDI,1953,male,bumiputera,BN - UMNO,Perak,Bagan Datok,P075,Menteri Pertahanan,,2008-03-08,2013-04-03
2393,13,AHMAD ZAHID BIN HAMIDI,1953,male,bumiputera,BN - UMNO,Perak,Bagan Datuk,P075,Timbalan Perdana Menteri / Menteri Dalam Negeri,,2013-05-05,2018-04-07
2393,14,AHMAD ZAHID BIN HAMIDI,1953,male,bumiputera,BN - UMNO,Perak,BAGAN DATUK,P075,,,2018-05-09,2022-10-10
2393,15,AHMAD ZAHID BIN HAMIDI,1953,male,bumiputera,BN,Perak,Bagan Datuk,P075,Timbalan Perdana Menteri dan Menteri Kemajuan Desa dan Wilayah,Timbalan Ketua Majlis,2022-11-19,
2404,13,FAUZI ABDUL RAHMAN,1947,male,bumiputera,PKR,Pahang,Indera Mahkota,P082,,,2013-05-05,2018-04-07
2411,12,TENGKU AZLAN IBNI ALMARHUM SULTAN ABU BAKAR,1950,male,bumiputera,BN - UMNO,Pahang,Jerantut,P081,,,2008-03-08,2013-04-03
2416,12,NOH BIN HAJI OMAR,1958,male,bumiputera,BN - UMNO,Selangor,Tanjong Karang,P095,Menteri Pertanian Dan Industri Asas Tani,,2008-03-08,2013-04-03
2416,13,NOH BIN HAJI OMAR,1958,male,bumiputera,BN - UMNO,Selangor,Tanjong Karang,P095,"Menteri Kesejahteraan Bandar, Perumahan dan Kerajaan Tempatan",,2013-05-05,2018-04-07
2416,14,NOH BIN HAJI OMAR,1958,male,bumiputera,BN - UMNO,Selangor,TANJUNG KARANG,P095,Menteri Pembangunan Usahawan dan Koperasi,,2018-05-09,2022-10-10
2436,14,TAN YEE KEW,1953,female,chinese,PH - PKR,Kuala Lumpur,WANGSA MAJU,P116,,,2018-05-09,2022-10-10
2447,13,TAN KEE KWONG,1947,male,chinese,PKR,WP Kuala Lumpur,Wangsa Maju,P116,,,2013-05-05,2018-04-07
2471,12,FONG CHAN ONN,1944,male,chinese,BN - MCA,Melaka,Alor Gajah,P135,,,2008-03-08,2013-04-03
2501,13,MOHAMED HANIPA BIN MAIDIN,1969,male,bumiputera,PAS ,Selangor,Sepang,P113,,,2013-05-05,2015-09-16
2501,13,MOHAMED HANIPA BIN MAIDIN,1969,male,bumiputera,AMANAH,Selangor,Sepang,P113,,,2015-09-16,2018-04-07
2501,14,MOHAMED HANIPA BIN MAIDIN,1969,male,bumiputera,PH - AMANAH,Selangor,SEPANG,P113,,,2018-05-09,2022-10-10
2550,12,CHUA SOON BUI,1955,female,chinese,SAPP,Sabah,Tawau,P190,,,2008-03-08,2013-04-03
2574,12,TIONG THAI KING,1946,male,chinese,BN - SUPP,Sarawak,Lanang,P211,,,2008-03-08,2013-04-03
2586,12,JACOB DUNGAU SAGAN,1947,male,bumiputera,BN - SPDP,Sarawak,Baram,P220,Timbalan Menteri Perdagangan Antarabangsa Dan Industri,,2008-03-08,2013-04-03
2615,12,SAIFUDDIN NASUTION BIN ISMAIL,1964,male,bumiputera,PKR,Kelantan,Machang,P029,,,2008-03-08,2013-04-03
2615,14,SAIFUDDIN NASUTION BIN ISMAIL,1964,male,bumiputera,PH - PKR,Kedah,KULIM-BANDAR BAHARU,P018,,,2018-05-09,2022-10-10
2615,15,SAIFUDDIN NASUTION BIN ISMAIL,1964,male,bumiputera,PKR,,,,Menteri Dalam Negeri,Ahli Dewan Rakyat,2022-11-19,
2615,15,SAIFUDDIN NASUTION BIN ISMAIL,1964,male,bumiputera,PKR,,,,Menteri Dalam Negeri,Ahli Dewan Negara,2022-12-03,2025-12-02
2655,12,ABDULLAH BIN HAJI AHMAD BADAWI,1940,male,bumiputera,BN - UMNO,Pulau Pinang,Kepala Batas,P041,,,2008-03-08,2013-04-03
2661,12,CHONG ENG,1958,female,chinese,DAP,Pulau Pinang,Bukit Mertajam,P045,,,2008-03-08,2013-04-03
2665,12,CHOW KON YEOW,1958,male,chinese,DAP,Pulau Pinang,Tanjong,P049,,,2008-03-08,2013-04-03
2665,14,CHOW KON YEOW,1958,male,chinese,PH - DAP,Pulau Pinang,TANJONG,P049,,,2018-05-09,2022-10-10
2665,15,CHOW KON YEOW,1958,male,chinese,PH,Pulau Pinang,Batu Kawan,P046,,,2022-11-19,
2678,12,ROSLAN BIN SHAHARUM,1959,male,bumiputera,PAS,Perak,Bukit Gantang,P059,,,2008-03-08,2009-02-09
2692,12,FONG PO KUAN,1974,female,chinese,DAP,Perak,Batu Gajah,P066,,,2008-03-08,2013-04-03
2706,12,KONG CHO HA,1951,male,chinese,BN - MCA,Perak,Lumut,P074,Menteri Pengangkutan,,2008-03-08,2013-04-03
2709,13,MAH SIEW KEONG,1962,male,chinese,BN - GERAKAN,Perak,Telok Intan,P076,Menteri Perusahaan Perladangan dan Komoditi,,2014-05-31,2018-04-07
2721,12,LIOW TIONG LAI,1962,male,chinese,BN - MCA,Pahang,Bentong,P089,Menteri Kesihatan,,2008-03-08,2013-04-03
2721,13,LIOW TIONG LAI,1962,male,chinese,BN - MCA,Pahang,Bentong,P089,Menteri Pengangkutan,,2013-05-05,2018-04-07
2769,12,TERESA KOK SUH SIM,1964,female,chinese,DAP,WP Kuala Lumpur,Seputeh,P122,,,2008-03-08,2013-04-03
2769,13,TERESA KOK SUH SIM,1964,female,chinese,DAP,WP Kuala Lumpur,Seputeh,P122,,,2013-05-05,2018-04-07
2769,14,TERESA KOK SUH SIM,1964,female,chinese,PH - DAP,Kuala Lumpur,SEPUTEH,P122,,,2018-05-09,2022-10-10
2769,15,TERESA KOK SUH SIM,1964,female,chinese,PH,Kuala Lumpur,Seputeh,P122,,,2022-11-19,
2778,12,SHAZIMAN BIN ABU MANSOR,1964,male,bumiputera,BN - UMNO,Negeri Sembilan,Tampin,P133,Menteri Kerja Raya,,2008-03-08,2013-04-03
2778,13,SHAZIMAN BIN ABU MANSOR,1964,male,bumiputera,BN - UMNO,Negeri Sembilan,Tampin,P133,,,2013-05-05,2018-04-07
2789,12,CHUA TIAN CHANG @ TIAN CHUA,1964,male,chinese,PKR,WP Kuala Lumpur,Batu,P115,,,2008-03-08,2013-04-03
2789,13,CHUA TIAN CHANG @ TIAN CHUA,1964,male,chinese,PKR,WP Kuala Lumpur,Batu,P115,,,2013-05-05,2018-04-07
2797,12,MUHYIDDIN BIN MOHD. YASSIN,1947,male,bumiputera,BN - UMNO,Johor,Pagoh,P143,Timbalan Perdana Menteri Dan Menteri Pelajaran,,2008-03-08,2013-04-03
2797,13,MUHYIDDIN BIN MOHD. YASSIN,1947,male,bumiputera,BN - UMNO,Johor,Pagoh,P143,,,2013-05-05,2016-06-24
2797,13,MUHYIDDIN BIN MOHD. YASSIN,1947,male,bumiputera,PPBM,Johor,Pagoh,P143,,,2016-06-24,2018-04-07
2797,14,MAHIADDIN BIN HAJI MD YASIN,1947,male,bumiputera,BERSATU,Johor,PAGOH,P143,,,2018-05-09,2022-10-10
2797,15,MAHIADDIN BIN HAJI MD YASIN,1947,male,bumiputera,PN,Johor,Pagoh,P143,,,2022-11-19,
2857,12,RONALD KIANDEE,1961,male,bumiputera,BN - UMNO,Sabah,Beluran,P183,,Timbalan Yang di-Pertua Dewan Rakyat,2008-03-08,2013-04-03
2857,13,RONALD KIANDEE,1961,male,bumiputera,BN - UMNO,Sabah,Beluran,P183,,,2013-05-05,2018-04-07
2857,14,RONALD KIANDEE,1961,male,bumiputera,BN - UMNO,Sabah,BELURAN,P183,Menteri Pertanian dan Industri Makanan,,2018-05-09,2018-12-12
2857,14,RONALD KIANDEE,1961,male,bumiputera,BEBAS,Sabah,BELURAN,P183,Menteri Pertanian dan Industri Makanan,,2018-12-12,2019-03-14
2857,14,RONALD KIANDEE,1961,male,bumiputera,BERSATU,Sabah,BELURAN,P183,Menteri Pertanian dan Industri Makanan,,2019-03-14,2022-10-10
2857,15,RONALD KIANDEE,1961,male,bumiputera,PN,Sabah,Beluran,P183,,,2022-11-19,
2861,12,BUNG MOKTAR BIN RADIN,1959,male,bumiputera,BN - UMNO,Sabah,Kinabatangan,P187,,,2008-03-08,2013-04-03
2861,13,BUNG MOKTAR BIN RADIN,1959,male,bumiputera,BN - UMNO,Sabah,Kinabatangan,P187,,,2013-05-05,2018-04-07
2861,14,BUNG MOKTAR BIN RADIN,1959,male,bumiputera,BN - UMNO,Sabah,KINABATANGAN,P187,,,2018-05-09,2022-10-10
2861,15,BUNG MOKTAR BIN RADIN,1959,male,bumiputera,BN,Sabah,Kinabatangan,P187,,,2022-11-19,
2874,12,CHONG CHIENG JEN,1971,male,chinese,DAP,Sarawak,Bandar Kuching,P195,,,2008-03-08,2013-04-03
2874,13,CHONG CHIENG JEN,1971,male,chinese,DAP,Sarawak,Bandar Kuching,P195,,,2013-05-05,2018-04-07
2874,14,CHONG CHIENG JEN,1971,male,chinese,PH - DAP,Sarawak,STAMPIN,P196,,,2018-05-09,2022-10-10
2874,15,CHONG CHIENG JEN,1971,male,chinese,PH,Sarawak,Stampin,P196,,,2022-11-19,
2894,12,JOSEPH SALANG ANAK GANDUM,1950,male,bumiputera,BN - PRS,Sarawak,Julau,P209,"Timbalan Menteri Penerangan, Komunikasi dan Kebudayaan",,2008-03-08,2013-04-03
2894,13,JOSEPH SALANG ANAK GANDUM,1950,male,bumiputera,BN - PRS,Sarawak,Julau,P209,,,2013-05-05,2018-04-07
2903,12,ALEXANDER NANTA LINGGI,1958,male,bumiputera,BN - PBB,Sarawak,Kapit,P215,,,2008-03-08,2013-04-03
2903,13,ALEXANDER NANTA LINGGI,1958,male,bumiputera,BN - PBB,Sarawak,Kapit,P215,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,2013-05-05,2018-04-07
2903,14,ALEXANDER NANTA LINGGI,1958,male,bumiputera,GPS - PBB,Sarawak,KAPIT,P215,Menteri Perdagangan Dalam Negeri dan Hal Ehwal Pengguna,,2018-05-09,2022-10-10
2903,15,ALEXANDER NANTA LINGGI,1958,male,bumiputera,GPS,Sarawak,Kapit,P215,Menteri Kerja Raya,,2022-11-19,
2912,12,HENRY SUM AGONG,1946,male,bumiputera,BN - PBB,Sarawak,Lawas,P222,,,2008-03-08,2013-04-03
2912,13,HENRY SUM AGONG,1946,male,bumiputera,BN - PBB,Sarawak,Lawas,P222,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi dan Kepenggunaan",,2013-05-05,2018-04-07
2912,14,HENRY SUM AGONG,1946,male,bumiputera,GPS - PBB,Sarawak,LAWAS,P222,Timbalan Menteri Pengangkutan,,2018-05-09,2022-10-10
2912,15,HENRY SUM AGONG,1946,male,bumiputera,GPS,Sarawak,Lawas,P222,,,2022-11-19,
2922,13,IDRIS BIN HAJI AHMAD,1963,male,bumiputera,PAS,Perak,Bukit Gantang,P059,,,2013-05-05,2018-04-07
2922,15,IDRIS BIN HAJI AHMAD,1963,male,bumiputera,PN,Perak,Bagan Serai,P058,,,2022-11-19,
2928,12,MAHFUZ BIN HAJI OMAR,1958,male,bumiputera,PAS,Kedah,Pokok Sena,P008,,,2008-03-08,2013-04-03
2928,13,MAHFUZ BIN HAJI OMAR,1958,male,bumiputera,PAS,Kedah,Pokok Sena,P008,,,2013-05-05,2017-12-31
2928,13,MAHFUZ BIN HAJI OMAR,1958,male,bumiputera,PAS,Kedah,Pokok Sena,P008,,,2017-12-31,2018-04-07
2928,14,MAHFUZ BIN HAJI OMAR,1958,male,bumiputera,PH - AMANAH,Kedah,POKOK SENA,P008,,,2018-05-09,2022-10-10
2932,14,MOHAMAD BIN SABU,1954,male,bumiputera,PH - AMANAH,Selangor,KOTA RAJA,P111,,,2018-05-09,2022-10-10
2932,15,MOHAMAD BIN SABU,1954,male,bumiputera,PH,Selangor,Kota Raja,P111,Menteri Pertanian dan Keterjaminan Makanan,,2022-11-19,
2934,12,MOHD HAYATI BIN OTHMAN,1958,male,bumiputera,PAS,Kedah,Pendang,P011,,,2008-03-08,2013-04-03
